MYT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-1-1,32,28,24,25,24,22,100,83,55,1013,1011,1009,10,8,4,11,3,,0.00,6,Rain-Thunderstorm,276
2015-1-2,32,28,24,24,23,21,94,82,58,1013,1011,1009,10,8,4,16,5,,0.00,6,Rain-Thunderstorm,321
2015-1-3,32,28,24,24,24,23,94,84,59,1013,1011,1009,10,7,4,11,2,,0.00,6,Thunderstorm,107
2015-1-4,32,28,24,24,23,22,94,80,55,1012,1010,1008,10,8,4,14,3,,0.00,6,,299
2015-1-5,33,29,25,24,24,23,94,79,55,1011,1010,1007,10,8,4,13,5,,0.00,6,,308
2015-1-6,31,28,25,25,24,23,94,86,66,1011,1009,1007,10,7,4,13,5,,0.00,6,Rain-Thunderstorm,326
2015-1-7,31,28,25,25,24,23,94,85,66,1012,1010,1008,10,8,3,23,5,,0.00,6,Rain-Thunderstorm,341
2015-1-8,31,27,24,24,23,23,100,88,62,1013,1011,1009,10,8,4,11,3,,0.00,7,Rain-Thunderstorm,334
2015-1-9,30,27,23,24,23,22,100,83,62,1014,1012,1010,10,9,4,10,5,,0.00,7,Rain,144
2015-1-10,33,28,24,24,23,22,94,73,55,1013,1011,1008,10,10,9,11,5,,0.00,6,,164
2015-1-11,32,28,25,25,24,23,94,83,62,1013,1011,1008,10,9,7,10,3,,0.00,6,Rain,130
2015-1-12,34,29,25,24,22,21,83,68,46,1012,1010,1007,10,9,7,11,5,,0.00,6,,65
2015-1-13,33,29,25,24,22,21,89,69,49,1012,1010,1008,10,9,8,8,3,,0.00,6,,57
2015-1-14,35,30,25,25,22,20,94,69,44,1013,1011,1009,10,10,10,14,5,,0.00,6,,61
2015-1-15,35,29,24,24,22,19,89,71,39,1013,1012,1009,10,10,7,14,3,,0.00,6,,33
2015-1-16,33,28,23,24,22,18,94,71,41,1014,1012,1009,10,9,6,16,5,,0.00,6,,315
2015-1-17,33,28,24,24,22,19,94,73,43,1013,1012,1009,10,8,5,16,5,,0.00,6,Rain,301
2015-1-18,34,29,24,24,22,20,94,73,46,1014,1012,1009,10,8,6,14,5,,0.00,6,Rain,118
2015-1-19,33,28,24,24,22,19,94,75,46,1014,1012,1009,10,9,6,14,5,,0.00,6,Rain,62
2015-1-20,33,29,25,24,21,19,94,68,43,1015,1013,1011,10,9,6,11,5,,0.00,6,,58
2015-1-21,33,28,24,25,22,21,89,75,49,1016,1014,1012,10,9,6,16,3,,0.00,6,Rain,45
2015-1-22,31,28,25,24,23,23,94,81,66,1017,1014,1012,10,8,4,13,3,,0.00,6,Thunderstorm,172
2015-1-23,32,28,24,24,22,20,94,77,49,1014,1012,1009,10,8,6,19,3,,0.00,6,Rain,123
2015-1-24,31,27,24,24,23,22,100,81,62,1015,1012,1011,9,6,4,8,3,,0.00,6,,289
2015-1-25,33,28,24,25,23,22,94,79,52,1014,1012,1011,10,7,3,13,3,,0.00,6,Rain,105
2015-1-26,33,29,25,25,24,23,94,82,55,1014,1012,1009,10,6,0,21,5,,0.00,6,Rain-Thunderstorm,38
2015-1-27,33,29,25,25,24,22,100,81,52,1013,1011,1008,10,7,3,16,3,,0.00,6,,172
2015-1-28,33,29,25,25,23,20,89,74,46,1012,1010,1008,10,8,5,13,3,,0.00,6,,109
2015-1-29,33,29,25,24,23,22,94,81,55,1013,1011,1009,10,7,3,26,3,,0.00,6,Rain-Thunderstorm,294
2015-1-30,33,28,24,24,23,22,94,80,55,1014,1011,1010,10,7,3,19,3,,0.00,6,Rain-Thunderstorm,304
2015-1-31,33,28,24,25,24,22,94,80,52,1014,1012,1010,10,8,4,13,5,,0.00,6,,290
2015-2-1,33,28,24,25,21,17,94,66,38,1014,1012,1009,10,9,6,13,3,,0.00,6,,51
2015-2-2,34,28,22,22,20,18,88,65,43,1015,1012,1011,10,10,8,14,5,,0.00,6,,117
2015-2-3,33,28,24,24,22,19,94,73,43,1015,1014,1012,10,9,4,14,5,,0.00,6,Rain-Thunderstorm,323
2015-2-4,32,28,25,24,22,21,94,74,55,1015,1013,1011,10,10,8,11,3,,0.00,6,,52
2015-2-5,32,29,26,24,22,20,83,68,52,1014,1012,1009,10,10,9,10,5,,0.00,6,,8
2015-2-6,32,29,25,24,22,21,89,69,52,1015,1012,1009,10,9,1,11,5,,0.00,6,Rain,317
2015-2-7,33,28,24,24,22,20,94,73,46,1013,1011,1009,10,9,6,10,3,,0.00,6,,7
2015-2-8,33,29,25,23,21,20,83,63,46,1013,1011,1009,10,10,7,11,5,,0.00,6,,67
2015-2-9,33,28,23,24,21,20,88,68,46,1014,1012,1010,10,10,8,13,3,,0.00,6,,34
2015-2-10,34,29,24,24,22,19,83,67,43,1014,1012,1009,10,9,6,16,5,,0.00,6,,345
2015-2-11,31,28,25,24,22,21,89,73,55,1014,1012,1009,10,9,6,16,5,,0.00,6,,167
2015-2-12,32,28,24,24,23,21,94,73,52,1013,1011,1008,10,7,3,16,3,,0.00,6,,233
2015-2-13,34,29,25,24,22,19,89,70,43,1012,1010,1008,10,9,5,19,5,,0.00,6,,351
2015-2-14,33,29,25,25,23,22,89,73,52,1012,1010,1007,10,8,5,16,5,,0.00,6,,112
2015-2-15,34,29,25,24,23,22,89,71,49,1012,1010,1007,10,8,5,14,5,,0.00,6,,91
2015-2-16,34,29,25,25,23,21,94,76,46,1012,1010,1007,10,8,5,16,6,,0.00,6,Rain-Thunderstorm,352
2015-2-17,34,29,24,25,23,21,94,76,46,1011,1009,1007,10,8,5,14,3,,0.00,6,,304
2015-2-18,34,29,24,25,23,21,94,79,49,1014,1010,1008,10,7,3,24,5,,0.00,6,Rain-Thunderstorm,310
2015-2-19,34,28,23,23,22,19,100,76,46,1014,1012,1008,10,9,5,16,5,,0.00,6,Rain,77
2015-2-20,34,29,25,24,23,22,94,73,49,1013,1011,1008,10,9,5,14,5,,0.00,6,,156
2015-2-21,35,29,24,23,21,19,89,62,39,1012,1010,1007,10,10,9,23,6,,0.00,6,,134
2015-2-22,35,30,25,24,23,21,83,67,47,1012,1010,1008,10,10,9,14,5,,0.00,6,,262
2015-2-23,34,30,26,25,24,23,89,72,56,1013,1011,1009,10,10,9,21,6,,0.00,6,Thunderstorm,315
2015-2-24,33,29,25,28,24,23,89,77,59,1013,1011,1008,10,10,7,13,3,,0.00,6,,252
2015-2-25,33,29,26,26,24,23,94,80,59,1012,1010,1007,10,7,4,16,3,,0.00,6,Rain-Thunderstorm,315
2015-2-26,34,29,24,26,24,23,94,84,56,1012,1009,1007,10,6,1,14,3,,0.00,6,Rain-Thunderstorm,112
2015-2-27,35,29,24,27,24,23,100,81,53,1011,1009,1006,10,6,2,14,3,,0.00,6,Rain-Thunderstorm,322
2015-2-28,34,29,24,26,24,23,94,81,52,1012,1009,1007,10,7,3,23,5,47,0.00,6,Rain-Thunderstorm,291
2015-3-1,33,29,26,26,25,23,94,80,59,1013,1010,1008,10,6,2,16,3,,0.00,6,,273
2015-3-2,33,29,25,25,24,23,94,76,55,1013,1011,1008,10,8,4,13,3,,0.00,6,,279
2015-3-3,34,30,26,24,23,22,89,75,55,1012,1010,1007,10,8,5,21,6,,0.00,6,Rain-Thunderstorm,292
2015-3-4,34,29,25,25,24,23,94,78,56,1013,1010,1008,10,10,8,23,5,,0.00,6,Thunderstorm,295
2015-3-5,33,28,24,25,24,22,100,84,59,1013,1011,1008,10,8,4,19,5,,0.00,6,Rain-Thunderstorm,328
2015-3-6,33,29,25,25,24,24,94,82,62,1014,1011,1007,10,7,4,14,3,,0.00,6,Rain-Thunderstorm,48
2015-3-7,34,29,25,26,24,22,94,79,55,1012,1010,1007,10,8,4,27,3,,0.00,6,Thunderstorm,303
2015-3-8,35,29,24,26,23,21,89,76,49,1014,1012,1008,10,10,6,21,5,,0.00,6,Rain-Thunderstorm,239
2015-3-9,33,28,23,25,24,23,100,85,55,1015,1012,1010,10,8,1,19,5,,0.00,6,Rain-Thunderstorm,305
2015-3-10,34,29,24,25,24,23,100,83,52,1015,1012,1009,10,9,5,14,3,,0.00,6,Thunderstorm,305
2015-3-11,33,28,24,25,24,23,100,83,59,1015,1013,1010,10,8,1,13,6,,0.00,6,Rain-Thunderstorm,283
2015-3-12,33,29,26,25,24,24,94,79,59,1015,1012,1010,10,8,4,13,3,,0.00,6,,304
2015-3-13,33,29,25,25,22,18,94,71,41,1014,1012,1010,10,8,3,11,3,,0.00,6,,70
2015-3-14,34,29,24,24,22,19,89,67,43,1015,1013,1010,10,9,6,19,5,,0.00,6,,332
2015-3-15,33,29,25,25,23,21,89,71,52,1015,1013,1010,10,9,6,14,5,,0.00,6,,312
2015-3-16,34,30,26,25,24,23,89,74,52,1015,1013,1009,10,9,6,16,5,,0.00,6,,241
2015-3-17,34,30,26,25,24,23,89,74,56,1013,1011,1007,10,8,5,16,5,,0.00,6,,301
2015-3-18,35,30,26,26,25,24,94,75,53,1011,1009,1006,9,6,3,16,6,,0.00,6,,299
2015-3-19,34,30,27,26,25,23,89,76,52,1012,1010,1007,10,8,4,19,6,,0.00,6,,280
2015-3-20,34,30,26,27,25,24,94,82,59,1013,1011,1008,10,7,5,16,3,,0.00,6,Rain-Thunderstorm,56
2015-3-21,33,29,25,25,24,23,94,83,63,1014,1012,1009,9,5,3,23,5,,0.00,6,Rain-Thunderstorm,253
2015-3-22,31,28,25,25,24,24,94,82,70,1014,1012,1009,9,6,4,14,5,,0.00,6,Rain-Thunderstorm,311
2015-3-23,33,29,25,25,24,24,94,84,59,1012,1010,1008,8,6,4,13,3,,0.00,6,Rain-Thunderstorm,357
2015-3-24,32,28,25,26,24,24,94,83,62,1012,1010,1008,10,7,4,16,3,,0.00,6,Rain-Thunderstorm,353
2015-3-25,35,30,25,26,24,23,94,79,53,1013,1011,1008,10,8,4,19,3,,0.00,6,Rain-Thunderstorm,20
2015-3-26,36,30,25,26,24,23,94,75,47,1014,1011,1009,10,7,1,14,3,,0.00,6,Rain-Thunderstorm,37
2015-3-27,35,30,26,25,24,22,94,76,47,1014,1012,1008,10,9,4,14,5,,0.00,6,Thunderstorm,335
2015-3-28,35,29,24,25,24,23,94,76,49,1012,1010,1006,10,9,3,21,5,,0.00,6,Rain-Thunderstorm,324
2015-3-29,35,29,24,25,24,22,94,79,47,1012,1010,1007,10,9,3,21,5,,0.00,6,Rain-Thunderstorm,319
2015-3-30,34,29,24,26,24,23,94,84,56,1012,1010,1007,10,9,1,19,6,34,0.00,6,Rain-Thunderstorm,318
2015-3-31,34,29,24,26,24,23,100,85,56,1012,1010,1006,10,8,0,19,3,37,0.00,6,Rain-Thunderstorm,273
2015-4-1,33,29,25,26,24,23,94,87,63,1013,1010,1007,10,8,5,23,5,40,0.00,6,Rain-Thunderstorm,318
2015-4-2,31,28,25,25,24,23,94,84,66,1012,1009,1006,10,9,6,24,6,29,0.00,6,Rain,319
2015-4-3,34,30,26,27,25,24,94,81,59,1010,1008,1005,10,9,7,23,5,,0.00,6,Rain-Thunderstorm,320
2015-4-4,35,30,25,26,25,23,94,82,53,1009,1007,1004,10,9,5,21,3,,0.00,6,Rain-Thunderstorm,221
2015-4-5,34,29,25,26,24,23,94,85,59,1010,1008,1006,10,7,4,14,3,34,0.00,6,Rain-Thunderstorm,158
2015-4-6,35,30,26,26,25,23,94,79,53,1011,1008,1006,10,8,5,11,5,,0.00,6,Rain-Thunderstorm,269
2015-4-7,34,30,27,26,26,23,94,81,59,1010,1008,1005,10,8,4,19,5,,0.00,6,Rain-Thunderstorm,112
2015-4-8,35,30,26,27,25,23,94,79,49,1010,1008,1006,10,8,5,14,3,,0.00,6,Thunderstorm,322
2015-4-9,36,30,25,26,24,22,94,76,47,1011,1009,1006,10,7,1,21,5,39,0.00,6,Rain-Thunderstorm,25
2015-4-10,34,29,25,25,24,22,100,79,52,1012,1010,1008,10,9,6,11,3,,0.00,6,,47
2015-4-11,34,29,25,25,24,21,94,79,46,1013,1011,1008,10,9,5,19,5,,0.00,6,Rain-Thunderstorm,318
2015-4-12,34,29,25,26,23,21,94,80,59,1015,1012,1009,10,8,1,21,5,,0.00,6,Rain-Thunderstorm,325
2015-4-13,35,30,25,24,22,21,83,69,44,1015,1011,1007,10,9,6,14,5,,0.00,6,Rain,213
2015-4-14,34,30,26,25,23,22,83,71,52,1012,1010,1006,10,7,4,21,5,45,0.00,6,Rain-Thunderstorm,288
2015-4-15,36,31,26,24,21,19,83,59,37,1012,1010,1008,10,9,6,10,6,,0.00,6,Rain,51
2015-4-16,35,31,27,24,22,20,74,61,44,1013,1011,1008,10,9,7,14,5,,0.00,6,Rain-Thunderstorm,340
2015-4-17,36,31,27,23,23,21,79,67,44,1012,1010,1007,10,9,2,23,5,,0.00,6,Rain-Thunderstorm,322
2015-4-18,35,30,26,25,23,21,83,71,46,1012,1010,1006,10,8,1,24,6,48,0.00,6,Rain-Thunderstorm,199
2015-4-19,35,30,26,24,23,20,84,71,49,1012,1010,1006,10,7,1,19,5,,0.00,6,Rain-Thunderstorm,138
2015-4-20,35,30,26,24,23,21,79,64,46,1012,1010,1007,10,9,7,13,5,,0.00,6,,291
2015-4-21,34,30,27,24,23,21,79,67,52,1011,1010,1007,10,9,5,24,8,,0.00,6,Rain-Thunderstorm,307
2015-4-22,34,30,26,25,23,22,84,73,52,1012,1010,1007,10,8,2,19,5,,0.00,6,Rain-Thunderstorm,316
2015-4-23,33,29,26,24,23,23,84,72,55,1013,1010,1008,10,8,1,14,6,,0.00,6,Rain-Thunderstorm,288
2015-4-24,33,29,26,24,23,22,79,71,52,1013,1011,1008,10,9,8,14,6,,0.00,6,Thunderstorm,319
2015-4-25,34,29,24,24,23,21,89,76,46,1012,1010,1008,10,8,0,23,5,50,0.00,7,Rain-Thunderstorm,312
2015-4-26,35,30,25,26,24,22,89,77,47,1011,1010,1008,10,9,4,21,3,,0.00,6,Rain-Thunderstorm,351
2015-4-27,32,29,26,25,24,23,89,82,59,1013,1011,1009,10,9,6,21,6,,0.00,6,Rain-Thunderstorm,328
2015-4-28,34,29,25,26,24,23,89,81,63,1012,1010,1008,10,9,6,19,5,,0.00,6,Rain-Thunderstorm,287
2015-4-29,34,30,26,26,25,24,89,81,63,1012,1010,1008,10,8,6,11,3,,0.00,6,Thunderstorm,66
2015-4-30,33,30,27,26,25,24,89,80,66,1013,1010,1008,10,8,2,14,5,,0.00,6,Rain,340
2015-5-1,34,29,25,26,24,23,89,74,56,1012,1010,1007,10,9,7,19,6,,0.00,6,,315
2015-5-2,33,29,26,27,25,24,89,80,66,1012,1010,1008,10,9,6,19,6,,0.00,6,Rain,305
2015-5-3,34,30,26,27,24,22,89,79,59,1013,1011,1008,10,9,5,23,3,45,0.00,6,Rain-Thunderstorm,13
2015-5-4,34,30,26,26,24,23,89,79,63,1013,1010,1008,10,10,9,14,3,,0.00,6,Thunderstorm,21
2015-5-5,35,30,26,26,24,24,89,75,56,1011,1009,1006,10,10,8,19,5,,0.00,6,Thunderstorm,308
2015-5-6,35,31,27,26,25,24,89,74,56,1011,1009,1006,10,9,5,16,6,,0.00,6,,307
2015-5-7,34,30,26,28,26,24,89,80,63,1010,1009,1006,10,8,4,27,3,,0.00,6,Rain-Thunderstorm,301
2015-5-8,32,29,27,26,25,24,89,83,66,1011,1009,1007,9,7,2,21,5,,0.00,6,Rain-Thunderstorm,329
2015-5-9,35,31,27,26,25,24,89,76,59,1011,1009,1006,10,8,4,11,5,,0.00,6,Rain,176
2015-5-10,34,30,27,26,25,24,89,76,59,1011,1009,1006,10,9,6,16,5,,0.00,6,Thunderstorm,237
2015-5-11,35,31,27,27,25,24,89,79,59,1011,1009,1007,10,9,4,13,5,,0.00,6,Rain-Thunderstorm,299
2015-5-12,35,30,25,26,25,22,94,84,56,1012,1010,1008,9,6,2,23,2,,0.00,6,Rain-Thunderstorm,22
2015-5-13,34,30,26,26,25,24,94,80,59,1012,1010,1006,10,6,3,16,5,,0.00,6,,178
2015-5-14,33,29,26,25,25,24,89,79,59,1013,1011,1009,10,9,7,14,5,,0.00,6,Thunderstorm,151
2015-5-15,34,29,25,25,24,23,94,75,56,1013,1011,1008,10,9,6,13,5,,0.00,6,,167
2015-5-16,34,30,27,26,25,24,89,80,59,1012,1010,1007,10,9,6,16,5,,0.00,6,Rain-Thunderstorm,132
2015-5-17,31,28,25,26,24,23,94,87,70,1011,1010,1007,10,8,6,27,3,,0.00,6,Rain-Thunderstorm,29
2015-5-18,33,28,24,26,24,22,94,78,59,1012,1010,1007,10,9,7,13,5,,0.00,6,Thunderstorm,296
2015-5-19,33,29,26,26,26,24,94,83,66,1011,1010,1008,10,7,1,14,5,,0.00,6,Rain-Thunderstorm,53
2015-5-20,32,29,26,26,25,24,94,81,66,1012,1010,1008,10,7,3,21,5,,0.00,6,,154
2015-5-21,33,29,26,26,25,24,94,83,66,1012,1010,1009,10,9,6,21,5,,0.00,6,Rain-Thunderstorm,43
2015-5-22,34,30,26,26,24,23,94,78,52,1013,1011,1008,10,8,4,13,5,,0.00,6,Rain-Thunderstorm,149
2015-5-23,32,28,25,26,24,23,89,79,62,1012,1011,1008,10,9,8,27,8,,0.00,6,Rain,199
2015-5-24,33,30,27,25,24,23,89,76,55,1012,1010,1008,10,9,6,16,5,,0.00,6,,135
2015-5-25,34,30,26,25,25,24,94,83,59,1012,1011,1009,10,7,4,13,5,,0.00,6,Rain-Thunderstorm,33
2015-5-26,32,27,23,26,24,22,100,83,66,1013,1011,1008,10,8,4,27,5,,0.00,6,Rain-Thunderstorm,124
2015-5-27,35,29,24,25,24,23,94,78,56,1013,1010,1007,10,9,6,14,5,,0.00,6,Rain-Thunderstorm,121
2015-5-28,33,29,25,25,24,23,94,78,59,1011,1009,1007,10,9,7,16,6,,0.00,6,Rain,185
2015-5-29,34,30,26,26,24,24,94,78,56,1011,1010,1007,10,9,6,23,6,,0.00,6,Rain-Thunderstorm,73
2015-5-30,35,30,26,25,24,22,94,72,49,1011,1009,1006,10,10,10,16,6,,0.00,6,Thunderstorm,120
2015-5-31,34,30,26,25,24,21,89,72,49,1011,1009,1007,10,10,9,16,5,,0.00,6,Thunderstorm,81
2015-6-1,33,29,26,26,24,23,89,81,59,1010,1008,1006,10,9,5,21,5,48,0.00,6,Rain-Thunderstorm,324
2015-6-2,31,28,25,26,24,24,100,90,74,1012,1010,1008,10,7,1,16,5,,0.00,6,Rain-Thunderstorm,321
2015-6-3,33,29,25,26,24,23,94,81,55,1013,1010,1007,10,8,4,13,3,,0.00,6,Rain-Thunderstorm,89
2015-6-4,34,29,25,26,25,24,94,83,59,1010,1008,1006,10,7,4,13,3,,0.00,6,Rain-Thunderstorm,52
2015-6-5,34,29,25,26,24,24,100,83,56,1009,1008,1006,10,7,2,19,3,26,0.00,6,Rain-Thunderstorm,281
2015-6-6,34,30,26,26,25,24,94,80,56,1010,1008,1006,10,8,1,14,5,,0.00,6,Rain-Thunderstorm,331
2015-6-7,30,28,26,25,25,24,94,84,70,1011,1009,1007,10,7,3,21,6,,0.00,6,Thunderstorm,340
2015-6-8,31,28,26,25,25,24,94,83,66,1012,1009,1007,10,9,4,16,5,,0.00,6,Rain-Thunderstorm,231
2015-6-9,33,29,25,26,24,23,89,78,59,1012,1010,1007,10,10,8,16,8,,0.00,6,,316
2015-6-10,33,29,26,26,25,24,94,86,63,1011,1009,1007,10,7,1,24,3,45,0.00,6,Rain-Thunderstorm,16
2015-6-11,33,29,25,26,25,24,94,85,66,1010,1009,1007,10,8,5,23,3,,0.00,6,Rain-Thunderstorm,37
2015-6-12,30,27,24,26,24,23,100,87,74,1011,1009,1008,10,8,1,16,5,,0.00,6,Rain-Thunderstorm,3
2015-6-13,33,28,24,26,24,22,94,77,59,1011,1009,1006,10,9,6,19,8,,0.00,6,Rain,300
2015-6-14,32,28,24,25,24,23,94,82,62,1012,1009,1006,10,9,3,11,6,,0.00,7,Rain-Thunderstorm,317
2015-6-15,32,28,25,25,24,22,94,79,58,1011,1009,1006,10,9,7,16,3,,0.00,6,,206
2015-6-16,32,29,26,25,24,22,89,75,55,1010,1008,1006,10,10,9,13,5,,0.00,6,,151
2015-6-17,32,29,26,25,24,24,89,76,62,1010,1008,1006,10,9,7,13,3,,0.00,6,,100
2015-6-18,32,29,26,26,24,24,94,81,62,1010,1008,1007,10,8,4,13,3,,0.00,6,Rain,112
2015-6-19,32,29,26,26,25,24,94,79,62,1010,1009,1007,10,9,7,19,5,,0.00,6,,139
2015-6-20,34,30,26,25,24,24,94,75,56,1011,1009,1007,10,9,8,24,6,,0.00,6,,135
2015-6-21,35,31,27,26,25,24,89,73,53,1011,1009,1007,10,9,7,14,5,,0.00,6,,139
2015-6-22,34,30,27,26,25,24,89,75,59,1011,1009,1007,10,9,5,14,3,,0.00,6,,159
2015-6-23,34,30,27,26,24,22,89,73,56,1012,1010,1008,10,9,5,14,5,,0.00,6,Thunderstorm,129
2015-6-24,34,30,27,26,25,24,89,74,59,1012,1010,1009,10,9,6,19,5,,0.00,6,,140
2015-6-25,34,30,26,26,25,24,89,75,59,1012,1010,1008,10,8,4,14,5,,0.00,6,Rain,170
2015-6-26,34,30,27,26,25,24,89,74,56,1012,1010,1008,10,9,7,19,5,,0.00,6,Rain,145
2015-6-27,34,30,27,26,24,23,89,72,56,1013,1011,1009,10,9,6,19,8,,0.00,6,,140
2015-6-28,34,30,26,25,24,23,89,73,52,1015,1013,1011,10,9,7,24,6,,0.00,6,,137
2015-6-29,35,30,26,26,24,23,89,72,53,1015,1013,1010,10,9,6,16,5,,0.00,6,,122
2015-6-30,34,29,25,26,25,23,94,76,59,1014,1012,1010,10,6,4,14,5,,0.00,6,Thunderstorm,291
2015-7-1,34,30,26,26,25,24,94,77,56,1014,1012,1010,10,8,4,14,5,,0.00,6,,277
