MYT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-7-2,33,29,26,26,25,24,94,78,63,1013,1011,1009,10,8,4,14,5,,0.00,6,,280
2015-7-3,32,29,26,26,26,24,94,82,70,1012,1010,1008,10,7,4,14,5,,0.00,6,Rain,346
2015-7-4,32,28,24,25,23,22,94,80,62,1012,1011,1009,10,9,6,14,5,,0.00,6,Rain-Thunderstorm,248
2015-7-5,34,29,25,24,23,21,94,71,52,1012,1009,1007,10,10,8,13,3,,0.00,6,,189
2015-7-6,33,29,26,25,24,23,89,71,59,1010,1008,1006,10,9,8,14,5,,0.00,6,,154
2015-7-7,33,29,25,26,25,24,94,79,63,1009,1008,1006,10,7,4,13,3,,0.00,6,Rain-Thunderstorm,149
2015-7-8,33,29,25,27,25,23,94,82,66,1011,1009,1007,10,8,4,16,5,,0.00,6,Rain-Thunderstorm,313
2015-7-9,35,30,25,25,24,24,94,76,56,1011,1009,1006,10,8,6,14,6,,0.00,6,,294
2015-7-10,35,30,26,26,26,24,94,75,59,1010,1008,1006,10,9,7,11,6,,0.00,6,,304
2015-7-11,34,30,27,27,26,24,89,75,59,1010,1009,1006,10,9,8,16,5,,0.00,6,Rain,240
2015-7-12,34,30,27,27,26,24,89,78,63,1010,1008,1005,9,8,6,13,5,,0.00,6,,231
2015-7-13,33,29,26,27,26,25,94,81,70,1009,1007,1005,10,7,3,19,5,,0.00,6,,97
2015-7-14,32,29,26,26,25,24,94,80,66,1009,1008,1005,10,9,4,11,5,,0.00,7,Rain,129
2015-7-15,33,29,25,26,25,24,100,79,59,1010,1008,1006,10,8,4,16,5,,0.00,6,Rain-Thunderstorm,113
2015-7-16,34,30,26,27,26,24,89,79,63,1009,1007,1005,10,9,8,21,3,29,0.00,6,Rain,113
2015-7-17,35,29,24,27,25,22,94,77,59,1010,1009,1006,10,9,6,14,5,,0.00,6,Rain,152
2015-7-18,35,31,27,27,26,23,89,76,59,1010,1009,1006,10,10,9,23,10,,0.00,6,Thunderstorm,139
2015-7-19,32,28,24,26,24,23,94,82,66,1012,1010,1007,10,10,10,14,5,,0.00,6,Rain-Thunderstorm,117
2015-7-20,33,29,26,26,25,24,89,76,62,1011,1009,1007,10,10,7,23,6,,0.00,6,,127
2015-7-21,33,30,27,25,24,23,89,77,59,1013,1011,1009,10,9,8,23,6,,0.00,6,Rain,117
2015-7-22,35,30,25,26,24,23,94,75,56,1013,1011,1008,10,9,8,16,5,,0.00,6,,129
2015-7-23,34,29,25,25,24,23,94,75,59,1013,1011,1009,10,9,3,14,5,,0.00,6,Rain-Thunderstorm,103
2015-7-24,34,29,25,27,24,22,94,80,59,1013,1011,1008,10,9,3,16,3,,0.00,6,Thunderstorm,22
2015-7-25,33,29,25,25,24,23,94,83,63,1013,1011,1009,10,8,6,19,5,,0.00,6,Rain-Thunderstorm,134
2015-7-26,31,27,24,25,24,23,100,88,70,1014,1012,1010,10,6,3,13,3,,0.00,6,Rain-Thunderstorm,324
2015-7-27,33,28,24,25,24,23,94,84,59,1014,1012,1010,10,7,4,14,5,,0.00,6,Rain-Thunderstorm,59
2015-7-28,35,29,24,25,24,22,94,74,52,1014,1011,1008,10,8,3,19,6,,0.00,6,,138
2015-7-29,34,30,26,26,24,23,89,73,52,1013,1011,1007,10,9,8,19,8,,0.00,6,Thunderstorm,143
2015-7-30,34,29,24,25,24,23,94,84,56,1012,1011,1009,10,8,4,21,5,,0.00,6,Rain-Thunderstorm,353
2015-7-31,31,27,24,25,24,23,94,87,70,1013,1011,1009,10,7,4,14,5,,0.00,6,Rain-Thunderstorm,320
2015-8-1,34,29,25,26,24,23,94,84,59,1013,1011,1009,10,7,1,13,5,,0.00,6,Rain-Thunderstorm,103
2015-8-2,32,28,24,25,24,23,100,83,66,1013,1011,1009,9,6,2,14,5,,0.00,6,,318
2015-8-3,31,27,24,25,24,23,100,90,70,1013,1012,1010,10,7,1,24,6,,0.00,7,Rain-Thunderstorm,105
2015-8-4,32,27,22,26,23,21,100,83,66,1015,1011,1009,10,9,1,29,11,48,0.00,6,Rain-Thunderstorm,256
2015-8-5,34,29,24,26,24,23,94,79,63,1012,1009,1006,10,9,6,14,3,,0.00,6,,280
2015-8-6,30,28,25,25,24,24,100,85,74,1011,1008,1006,10,8,5,19,5,,0.00,6,Rain-Thunderstorm,181
2015-8-7,33,29,25,27,25,24,94,80,63,1010,1008,1006,10,9,6,19,5,,0.00,6,,132
2015-8-8,33,30,26,26,25,25,94,77,63,1010,1008,1005,10,9,7,19,10,,0.00,6,Rain-Thunderstorm,162
2015-8-9,33,29,26,27,25,24,94,79,63,1009,1007,1004,10,9,8,16,6,,0.00,6,,133
2015-8-10,32,29,26,26,25,24,94,79,70,1010,1007,1005,10,8,6,19,6,,0.00,6,,144
2015-8-11,33,28,24,26,24,23,100,84,66,1012,1010,1009,10,8,0,26,10,,0.00,6,Rain-Thunderstorm,154
2015-8-12,34,29,24,25,24,23,94,78,59,1013,1011,1008,10,9,8,16,6,,0.00,6,Rain,139
2015-8-13,34,29,25,26,24,24,94,82,62,1013,1010,1007,10,9,1,14,5,,0.00,6,Rain-Thunderstorm,187
2015-8-14,32,29,26,26,25,24,94,82,66,1013,1010,1008,10,9,5,19,6,,0.00,6,Thunderstorm,262
2015-8-15,34,30,26,26,25,24,94,81,59,1012,1010,1007,10,8,4,16,5,,0.00,6,Rain-Thunderstorm,46
2015-8-16,34,29,24,27,25,23,100,85,59,1013,1011,1009,10,7,5,26,3,,0.00,6,Rain-Thunderstorm,108
2015-8-17,33,29,25,26,25,24,100,80,62,1013,1011,1008,10,9,6,16,5,,0.00,6,,157
2015-8-18,34,30,26,26,24,22,94,79,49,1013,1011,1008,10,8,1,23,5,,0.00,6,Rain-Thunderstorm,236
2015-8-19,31,28,26,26,25,24,94,86,74,1013,1011,1009,7,5,2,14,3,,0.00,6,Rain-Thunderstorm,297
2015-8-20,32,28,24,26,24,23,94,83,66,1014,1011,1009,10,7,3,14,6,,0.00,6,Rain-Thunderstorm,314
2015-8-21,34,30,26,26,25,24,94,79,63,1012,1010,1008,10,9,4,19,8,,0.00,6,,299
2015-8-22,34,29,25,26,24,24,94,76,56,1012,1010,1007,10,9,7,14,6,,0.00,6,,318
2015-8-23,32,29,26,26,26,24,89,83,70,1012,1010,1008,10,8,3,16,5,,0.00,6,,253
2015-8-24,31,28,26,26,25,24,94,85,75,1013,1011,1009,5,4,3,16,5,,0.00,6,Rain-Thunderstorm,154
2015-8-25,33,29,25,26,24,24,94,79,66,1012,1010,1007,5,4,2,14,5,,0.00,6,,128
2015-8-26,33,29,26,26,24,23,89,78,59,1012,1011,1008,10,5,2,16,6,,0.00,6,Thunderstorm,124
2015-8-27,33,29,26,25,24,23,89,74,62,1013,1010,1008,9,7,4,13,5,,0.00,6,,124
2015-8-28,35,29,24,26,24,22,94,72,56,1011,1010,1007,10,7,5,23,5,,0.00,6,,133
2015-8-29,35,30,26,26,24,23,89,70,56,1011,1009,1006,10,8,5,21,6,,0.00,6,,138
2015-8-30,34,30,26,26,24,24,89,78,62,1013,1011,1008,7,5,3,19,5,,0.00,6,Rain-Thunderstorm,334
2015-8-31,33,29,25,25,24,24,94,80,63,1013,1011,1008,9,5,3,21,6,,0.00,6,Thunderstorm,290
2015-9-1,34,29,25,25,24,22,94,79,49,1013,1010,1008,9,5,1,14,6,,0.00,6,Rain-Thunderstorm,11
2015-9-2,34,29,25,26,24,23,94,75,56,1012,1010,1007,6,3,1,23,5,,0.00,6,,142
2015-9-3,35,30,26,26,24,23,89,73,56,1013,1010,1008,10,5,3,23,6,,0.00,6,Rain-Thunderstorm,134
2015-9-4,35,30,25,26,25,24,94,80,59,1014,1012,1008,6,5,1,23,6,,0.00,6,Rain-Thunderstorm,7
2015-9-5,35,30,25,26,24,24,94,85,59,1014,1013,1010,10,7,4,23,5,,0.00,6,Rain-Thunderstorm,338
2015-9-6,33,28,24,26,25,23,100,83,66,1015,1013,1010,7,5,4,14,5,,0.00,6,,304
2015-9-7,34,29,25,26,25,24,94,83,59,1014,1011,1008,5,3,2,13,3,,0.00,6,Rain-Thunderstorm,243
2015-9-8,29,27,26,25,24,23,94,88,79,1013,1011,1009,4,3,1,10,3,,0.00,7,Rain,332
2015-9-9,33,29,25,25,24,23,89,80,62,1014,1012,1009,10,7,3,19,8,,0.00,6,,313
2015-9-10,31,28,25,25,24,23,94,83,70,1015,1013,1010,10,7,3,10,5,,0.00,6,Rain-Thunderstorm,314
2015-9-11,33,29,25,26,24,24,94,81,62,1013,1011,1008,3,1,1,19,5,,0.00,6,,152
2015-9-12,33,29,26,26,24,23,89,76,66,1013,1010,1007,4,2,1,16,6,,0.00,7,,142
2015-9-13,32,28,25,25,24,23,94,84,66,1014,1011,1009,2,1,0,13,5,,0.00,8,Rain-Thunderstorm,234
2015-9-14,32,28,25,26,24,24,94,83,66,1013,1011,1007,1,1,0,11,3,,0.00,,,263
2015-9-15,31,28,26,26,25,24,94,84,70,1012,1009,1007,1,1,0,11,5,,0.00,6,,255
2015-9-16,33,29,26,25,24,23,94,78,59,1010,1008,1005,10,3,1,16,5,,0.00,6,,152
2015-9-17,29,27,24,25,23,22,94,84,70,1012,1010,1008,5,2,0,21,6,,0.00,7,Rain-Thunderstorm,120
2015-9-18,33,29,25,24,23,20,89,68,49,1012,1010,1008,5,3,1,16,5,,0.00,6,,125
2015-9-19,36,31,26,26,24,23,89,70,49,1012,1010,1007,7,4,1,23,5,,0.00,6,,108
2015-9-20,33,29,26,25,24,22,89,79,63,1011,1010,1008,9,6,0,11,5,,0.00,6,Rain-Thunderstorm,256
2015-9-21,34,29,25,25,24,23,94,81,59,1011,1010,1007,8,6,3,16,5,,0.00,6,Thunderstorm,319
2015-9-22,33,29,26,25,24,23,94,82,63,1012,1010,1007,7,5,3,10,3,,0.00,6,Rain-Thunderstorm,69
2015-9-23,31,27,23,25,23,22,94,82,66,1013,1012,1009,9,5,2,21,8,,0.00,6,Rain-Thunderstorm,287
2015-9-24,33,29,25,25,24,23,94,77,59,1013,1011,1008,8,4,2,13,5,,0.00,6,,308
2015-9-25,32,27,23,25,23,21,89,74,55,1013,1010,1007,9,6,3,21,6,,0.00,6,,289
2015-9-26,33,28,23,26,24,22,94,78,55,1012,1009,1006,6,3,0,11,5,,0.00,6,Rain-Thunderstorm,192
2015-9-27,30,28,26,25,25,24,94,84,70,1012,1009,1007,4,2,0,14,3,,0.00,6,Thunderstorm,286
2015-9-28,28,27,25,25,24,23,94,87,79,1012,1010,1008,6,3,1,16,5,,0.00,6,Rain-Thunderstorm,341
2015-9-29,33,29,25,25,24,22,94,81,59,1012,1009,1007,5,2,0,13,3,,0.00,5,Thunderstorm,111
2015-9-30,32,28,25,25,24,24,94,84,66,1013,1011,1009,2,1,1,14,3,,0.00,4,Rain-Thunderstorm,315
2015-10-1,32,29,26,26,25,24,94,85,70,1014,1013,1011,3,1,0,14,5,,0.00,2,Rain-Thunderstorm,330
2015-10-2,30,28,25,25,24,23,94,85,70,1015,1013,1011,3,2,1,11,5,,0.00,6,,303
2015-10-3,32,28,25,25,24,24,94,79,62,1014,1012,1010,1,1,0,14,5,,0.00,,,142
2015-10-4,33,29,25,25,24,24,94,78,59,1014,1012,1009,4,1,0,16,5,,0.00,7,,148
2015-10-5,33,29,26,25,24,23,94,78,59,1015,1012,1009,4,2,1,16,5,,0.00,4,,135
2015-10-6,34,30,26,25,24,23,89,79,55,1014,1011,1009,5,2,0,16,5,,0.00,6,Thunderstorm,303
2015-10-7,33,29,25,25,24,23,89,83,59,1014,1012,1010,4,3,0,13,5,,0.00,6,Rain-Thunderstorm,293
2015-10-8,33,28,24,25,24,23,100,85,62,1014,1011,1009,5,2,1,16,3,,0.00,6,Rain-Thunderstorm,302
2015-10-9,33,29,25,25,24,22,94,81,55,1013,1011,1008,8,4,1,16,3,,0.00,6,Thunderstorm,224
2015-10-10,33,28,24,27,25,24,100,84,66,1013,1012,1009,4,3,1,16,5,,0.00,6,,256
2015-10-11,33,28,24,26,24,22,94,82,63,1014,1012,1009,6,3,1,19,5,,0.00,6,Rain-Thunderstorm,339
2015-10-12,32,28,25,25,24,23,94,85,62,1015,1013,1010,4,3,1,16,5,,0.00,6,Rain-Thunderstorm,313
2015-10-13,34,29,24,26,24,23,94,83,56,1014,1012,1009,4,2,1,14,3,,0.00,6,Rain-Thunderstorm,269
2015-10-14,33,28,24,25,24,23,100,87,63,1014,1012,1009,5,2,0,11,5,,0.00,6,Rain-Thunderstorm,350
2015-10-15,34,29,24,26,24,23,94,81,56,1013,1011,1008,6,4,2,16,6,,0.00,6,Rain-Thunderstorm,306
2015-10-16,34,29,24,26,24,23,100,83,59,1013,1010,1007,5,3,0,14,5,,0.00,6,Rain-Thunderstorm,331
2015-10-17,31,28,25,26,24,24,94,88,70,1013,1011,1009,3,2,1,14,3,,0.00,6,Rain-Thunderstorm,310
2015-10-18,33,29,26,27,26,24,94,83,63,1013,1011,1008,1,1,0,13,3,,0.00,4,,292
2015-10-19,32,29,26,26,25,24,94,82,66,1013,1011,1008,1,1,0,16,5,,0.00,,,264
2015-10-20,31,28,25,26,25,24,94,85,70,1012,1010,1007,1,1,0,11,5,,0.00,,,204
2015-10-21,33,29,25,25,24,23,94,79,55,1012,1009,1007,3,1,0,14,3,,0.00,,,144
2015-10-22,33,29,25,25,24,23,94,76,55,1012,1010,1007,5,2,0,13,3,,0.00,6,,156
2015-10-23,34,30,26,26,24,23,94,77,52,1011,1009,1006,4,2,1,16,5,,0.00,5,Rain-Thunderstorm,163
2015-10-24,33,29,26,26,25,24,94,83,59,1012,1010,1007,1,1,0,19,3,,0.00,1,Rain-Thunderstorm,36
2015-10-25,34,29,25,25,24,24,94,83,56,1012,1010,1007,4,2,1,11,5,,0.00,6,Rain-Thunderstorm,330
2015-10-26,33,28,24,25,24,23,100,87,59,1012,1010,1008,5,2,0,19,5,34,0.00,6,Rain-Thunderstorm,320
2015-10-27,33,28,24,25,24,23,94,84,55,1012,1010,1007,5,2,1,13,3,,0.00,6,Rain-Thunderstorm,309
2015-10-28,29,27,25,25,23,21,94,83,62,1013,1011,1008,10,5,1,14,5,,0.00,6,Rain-Thunderstorm,113
2015-10-29,32,28,25,26,24,23,89,80,62,1013,1011,1008,10,7,3,21,6,,0.00,6,Rain-Thunderstorm,306
2015-10-30,32,28,24,25,24,23,94,83,66,1013,1011,1008,10,7,3,11,5,,0.00,6,Rain-Thunderstorm,301
2015-10-31,32,27,23,26,24,22,94,82,62,1014,1011,1007,10,7,0,23,6,,0.00,6,Rain-Thunderstorm,312
2015-11-1,33,28,24,26,24,23,100,86,59,1013,1011,1008,10,7,2,19,3,,0.00,6,Rain-Thunderstorm,317
2015-11-2,33,28,24,25,24,23,94,84,59,1013,1010,1008,10,7,2,24,3,,0.00,6,Rain-Thunderstorm,328
2015-11-3,33,29,25,26,24,23,94,85,63,1012,1010,1008,10,9,7,26,5,,0.00,6,Rain-Thunderstorm,314
2015-11-4,32,28,25,26,25,24,100,87,70,1012,1010,1007,10,9,6,21,3,,0.00,6,Thunderstorm,354
2015-11-5,33,29,25,26,25,24,94,87,66,1012,1009,1007,10,9,4,14,5,,0.00,6,Rain-Thunderstorm,338
2015-11-6,31,28,25,26,25,24,100,86,70,1012,1010,1008,10,9,6,23,6,,0.00,6,,294
2015-11-7,33,29,25,27,25,24,94,87,66,1012,1010,1007,10,9,1,16,5,,0.00,6,Rain-Thunderstorm,332
2015-11-8,32,28,24,26,25,24,100,91,70,1014,1011,1009,10,8,4,16,2,,0.00,6,Rain-Thunderstorm,22
2015-11-9,33,28,24,26,24,23,100,88,66,1013,1010,1008,10,8,4,11,3,,0.00,6,Rain-Thunderstorm,275
2015-11-10,33,29,25,27,25,24,100,90,71,1011,1009,1006,10,6,1,21,2,,0.00,6,Rain-Thunderstorm,331
2015-11-11,33,28,24,27,24,23,100,86,66,1012,1009,1006,10,8,3,11,3,,0.00,7,Rain-Thunderstorm,300
2015-11-12,35,29,24,27,24,23,94,82,63,1012,1010,1007,10,9,6,13,5,,0.00,6,Thunderstorm,147
2015-11-13,32,28,25,27,25,24,94,88,70,1013,1010,1009,10,7,3,11,5,,0.00,7,Rain-Thunderstorm,329
2015-11-14,34,29,24,26,25,23,100,83,59,1011,1009,1005,10,8,4,13,2,,0.00,6,Rain-Thunderstorm,51
2015-11-15,33,29,25,27,25,24,100,90,66,1012,1009,1007,10,8,5,19,5,,0.00,6,Rain-Thunderstorm,304
2015-11-16,31,27,24,26,24,24,100,93,75,1012,1010,1009,10,8,0,16,5,,0.00,7,Rain-Thunderstorm,331
2015-11-17,33,28,24,26,24,24,100,90,66,1012,1010,1008,10,8,0,13,3,,0.00,6,Rain-Thunderstorm,133
2015-11-18,35,29,24,26,24,23,100,79,53,1011,1009,1006,10,9,6,16,5,,0.00,6,,114
2015-11-19,33,29,26,27,26,24,94,85,66,1011,1009,1006,10,8,3,21,5,,0.00,6,Thunderstorm,302
2015-11-20,31,27,24,26,24,23,100,91,75,1011,1009,1006,10,8,1,19,5,,0.00,7,Rain-Thunderstorm,276
2015-11-21,32,28,24,25,24,23,100,88,66,1011,1009,1005,10,8,3,14,5,,0.00,6,Rain-Thunderstorm,329
2015-11-22,31,27,24,27,24,23,100,90,74,1011,1009,1006,10,9,3,13,5,,0.00,6,Rain-Thunderstorm,317
2015-11-23,32,28,25,26,25,24,94,87,70,1011,1009,1006,10,8,4,13,3,,0.00,6,Rain-Thunderstorm,325
2015-11-24,33,29,25,26,25,24,94,87,66,1011,1009,1006,10,7,1,14,3,,0.00,6,Rain-Thunderstorm,275
2015-11-25,32,28,24,26,24,23,100,90,62,1012,1009,1006,10,7,1,19,5,,0.00,6,Rain-Thunderstorm,284
2015-11-26,33,28,24,25,24,23,100,88,59,1011,1009,1006,10,7,5,8,3,,0.00,6,Rain-Thunderstorm,268
2015-11-27,31,27,23,25,24,23,100,82,62,1011,1009,1007,10,9,6,13,3,,0.00,6,Thunderstorm,335
2015-11-28,32,28,25,26,24,23,94,83,59,1013,1010,1008,10,7,4,6,2,,0.00,6,,307
2015-11-29,33,29,25,25,24,23,94,83,55,1013,1011,1009,10,8,4,16,5,,0.00,6,Rain-Thunderstorm,6
2015-11-30,30,28,25,25,24,24,100,88,70,1014,1012,1009,10,8,1,21,3,,0.00,6,Rain-Thunderstorm,311
2015-12-1,32,28,24,26,24,23,100,87,62,1012,1010,1008,10,9,5,14,3,,0.00,6,Rain-Thunderstorm,323
2015-12-2,31,27,24,25,24,23,100,85,62,1015,1011,1008,10,8,6,16,3,,0.00,6,Rain-Thunderstorm,219
2015-12-3,33,28,24,24,24,23,100,84,59,1012,1010,1008,10,8,0,21,3,40,0.00,6,Rain-Thunderstorm,313
2015-12-4,33,28,24,26,24,23,100,83,59,1012,1010,1007,10,7,3,13,2,,0.00,6,Rain-Thunderstorm,310
2015-12-5,33,29,25,25,24,24,100,87,63,1012,1010,1007,10,6,1,21,2,,0.00,6,Rain-Thunderstorm,332
2015-12-6,33,29,25,25,24,23,94,85,59,1012,1010,1007,10,8,1,16,3,,0.00,6,Rain-Thunderstorm,316
2015-12-7,33,29,25,24,23,22,94,74,52,1013,1011,1008,10,9,8,13,5,,0.00,6,,24
2015-12-8,31,28,25,25,24,23,94,84,66,1013,1011,1008,10,9,6,13,5,,0.00,6,Rain-Thunderstorm,316
2015-12-9,34,29,25,25,24,24,94,87,56,1013,1011,1009,10,7,0,24,6,39,0.00,6,Rain-Thunderstorm,302
2015-12-10,33,28,24,25,24,24,100,87,59,1013,1011,1008,10,7,1,14,3,,0.00,6,Rain-Thunderstorm,327
2015-12-11,29,27,24,25,24,23,100,91,74,1013,1011,1009,10,8,0,23,3,,0.00,6,Rain-Thunderstorm,280
2015-12-12,33,28,24,26,24,23,100,86,55,1012,1010,1007,10,8,3,13,3,,0.00,6,Rain-Thunderstorm,332
2015-12-13,30,27,24,25,24,23,100,90,70,1013,1011,1009,10,7,0,11,3,,0.00,6,Rain-Thunderstorm,255
2015-12-14,32,27,23,26,24,23,100,85,62,1013,1010,1007,10,7,2,14,5,,0.00,6,Rain-Thunderstorm,306
2015-12-15,32,28,24,24,23,23,100,83,59,1012,1011,1008,10,8,4,11,3,,0.00,6,Rain-Thunderstorm,256
2015-12-16,31,27,24,24,23,21,100,83,66,1013,1011,1009,10,8,3,13,3,,0.00,6,Rain-Thunderstorm,171
2015-12-17,31,27,24,25,23,21,94,82,62,1013,1011,1009,10,8,4,14,5,,0.00,7,Rain-Thunderstorm,4
2015-12-18,33,28,24,24,23,22,94,78,52,1014,1012,1009,10,9,6,11,6,,0.00,6,,319
2015-12-19,33,29,25,24,23,22,94,80,55,1015,1013,1009,10,9,0,14,5,,0.00,6,Rain-Thunderstorm,315
2015-12-20,32,28,24,24,23,23,94,82,62,1014,1012,1009,10,9,6,16,6,,0.00,6,Rain,299
2015-12-21,33,28,24,24,23,22,94,76,52,1013,1011,1008,10,9,6,21,5,,0.00,6,Thunderstorm,324
2015-12-22,33,28,24,25,24,23,94,79,55,1014,1011,1009,10,9,5,21,5,,0.00,6,,315
2015-12-23,33,29,26,25,24,22,94,77,52,1014,1011,1009,10,9,6,16,6,,0.00,6,,298
2015-12-24,32,29,26,25,24,24,94,82,62,1014,1011,1009,10,9,4,14,5,,0.00,6,Thunderstorm,312
2015-12-25,34,29,25,25,24,22,100,85,56,1013,1011,1009,10,7,3,11,3,,0.00,6,Rain-Thunderstorm,317
2015-12-26,34,29,25,25,23,21,100,74,46,1013,1011,1008,10,9,6,10,3,,0.00,6,,55
2015-12-27,33,28,23,24,22,21,94,74,52,1014,1012,1010,10,9,6,16,3,,0.00,6,Rain-Thunderstorm,327
2015-12-28,28,27,25,25,24,23,94,88,79,1016,1014,1012,10,9,5,6,2,,0.00,6,Rain,188
2015-12-29,33,29,26,24,22,20,89,70,46,1015,1013,1010,10,9,5,11,5,,0.00,6,,56
2015-12-30,34,29,24,24,22,19,89,69,43,1014,1012,1010,10,9,8,11,5,,0.00,6,,338
2015-12-31,33,28,24,24,22,20,94,75,46,1015,1012,1009,10,8,4,13,3,,0.00,6,Rain,352