KST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-1-1,-4,-7,-10,-17,-19,-22,38,24,17,1026,1025,1023,19,19,16,35,23,,0.00,,,-1
2015-1-2,-2,-6,-9,-15,-16,-18,46,33,15,1028,1026,1024,19,19,18,35,14,,0.00,,,-1
2015-1-3,3,-3,-9,-4,-12,-17,58,41,25,1028,1025,1021,19,17,14,26,10,,0.00,,,-1
2015-1-4,8,4,0,1,-3,-6,76,58,46,1020,1019,1017,16,11,6,18,10,,0.00,,Rain,-1
2015-1-5,8,3,-1,-1,-2,-2,92,65,40,1022,1018,1013,6,5,3,26,13,,0.00,8,Rain,-1
2015-1-6,4,0,-7,2,-10,-18,97,48,16,1022,1016,1011,19,14,2,35,18,,0.00,8,Rain,-1
2015-1-7,-1,-5,-9,-18,-19,-21,28,20,12,1025,1023,1022,19,19,18,29,11,,0.00,,,-1
2015-1-8,-1,-5,-10,-12,-16,-18,42,29,14,1028,1026,1025,19,19,18,26,11,,0.00,,,-1
2015-1-9,3,-2,-7,-6,-9,-12,64,47,25,1027,1026,1024,19,16,11,21,8,,0.00,,,-1
2015-1-10,4,-1,-6,-2,-9,-14,69,41,26,1026,1024,1022,19,17,14,35,11,,0.00,,,-1
2015-1-11,2,0,-3,-1,-7,-12,75,51,28,1029,1023,1019,18,13,6,29,14,,0.00,,,-1
2015-1-12,3,-2,-8,-13,-16,-18,35,25,14,1036,1034,1030,19,16,13,29,13,,0.00,,,-1
2015-1-13,6,0,-6,-12,-13,-15,44,27,12,1037,1035,1033,18,14,11,21,6,,0.00,,,-1
2015-1-14,6,2,-1,-8,-9,-11,35,28,21,1032,1028,1024,11,10,6,18,8,,0.00,8,,-1
2015-1-15,9,3,-1,-2,-7,-11,49,36,23,1023,1022,1021,11,11,10,18,11,,0.00,,,-1
2015-1-16,3,1,-1,-1,-3,-7,81,67,52,1023,1020,1018,8,5,2,43,18,,0.25,8,Snow,-1
2015-1-17,0,-4,-8,-9,-14,-16,49,35,18,1031,1028,1022,19,16,6,35,21,,0.00,,,-1
2015-1-18,2,-2,-7,0,-9,-15,96,51,31,1030,1024,1016,19,14,0,18,10,,3.05,8,Snow,-1
2015-1-19,3,1,-3,0,-4,-10,91,64,45,1027,1022,1017,19,8,3,35,16,,0.00,8,Rain,-1
2015-1-20,4,-1,-7,-8,-9,-11,65,45,22,1030,1028,1026,19,15,11,18,8,,0.00,,,-1
2015-1-21,6,2,-2,-3,-6,-8,56,44,32,1027,1023,1020,14,11,6,18,11,,0.00,8,,-1
2015-1-22,7,4,1,-3,-3,-4,61,51,35,1020,1019,1018,19,12,6,11,6,,0.00,,,-1
2015-1-23,4,1,-2,-1,-4,-6,64,56,43,1023,1022,1021,19,14,3,18,13,,0.00,,,-1
2015-1-24,8,4,1,-2,-3,-5,59,50,34,1027,1026,1024,16,11,5,18,6,,0.00,,,-1
2015-1-25,5,3,1,3,-2,-3,93,67,47,1028,1025,1021,5,4,2,29,16,,2.03,8,Rain,-1
2015-1-26,6,4,1,5,2,-2,100,87,58,1022,1020,1019,10,4,2,26,11,,0.00,8,Fog-Rain,-1
2015-1-27,0,-2,-6,-3,-10,-14,66,46,24,1026,1025,1022,18,11,6,32,19,,0.00,,,-1
2015-1-28,2,-3,-9,-11,-14,-17,43,35,21,1031,1029,1028,19,15,10,18,10,,0.00,,,-1
2015-1-29,3,-1,-5,-7,-9,-11,50,45,37,1030,1028,1025,14,13,11,21,8,,0.00,8,,-1
2015-1-30,1,-2,-6,-9,-12,-16,58,39,20,1029,1026,1024,19,14,10,40,18,,0.00,,,-1
2015-1-31,1,-4,-9,-13,-14,-16,46,33,18,1034,1032,1030,19,19,19,26,13,,0.00,,,-1
2015-2-1,3,-3,-8,-12,-14,-16,52,32,15,1035,1033,1031,19,19,19,26,10,,0.00,,,-1
2015-2-2,6,0,-6,-9,-11,-12,49,34,15,1033,1032,1030,19,16,14,11,5,,0.00,,,-1
2015-2-3,7,2,-4,-4,-9,-12,58,40,17,1031,1029,1027,18,14,10,18,8,,0.00,,,-1
2015-2-4,6,1,-3,-2,-6,-13,82,57,14,1027,1024,1021,10,6,3,26,10,,0.00,,,-1
2015-2-5,4,0,-4,-7,-7,-8,60,46,27,1025,1023,1022,8,6,3,21,13,,0.00,,,-1
2015-2-6,6,1,-4,-4,-7,-10,54,43,29,1027,1026,1025,14,11,10,32,14,,0.00,,,-1
2015-2-7,6,1,-2,-1,-4,-6,72,57,38,1026,1022,1019,14,11,8,32,10,,0.00,,,-1
2015-2-8,-3,-8,-12,-10,-21,-26,44,22,13,1031,1026,1021,19,15,11,50,31,,0.00,,,-1
2015-2-9,-1,-7,-13,-3,-16,-23,78,38,14,1031,1028,1023,19,15,11,26,10,,0.25,,Snow,-1
2015-2-10,6,2,-2,-2,-4,-7,68,57,41,1023,1019,1015,10,6,3,29,11,,0.00,,,-1
2015-2-11,8,4,0,1,-4,-12,94,56,12,1015,1013,1011,14,6,2,29,11,,0.00,,,-1
2015-2-12,1,-2,-5,-11,-15,-20,40,24,11,1018,1014,1013,19,17,14,47,18,,0.00,,,-1
2015-2-13,4,-1,-7,-7,-13,-16,48,30,15,1022,1020,1019,19,19,19,32,13,,0.00,,,-1
2015-2-14,6,2,-3,2,-3,-7,74,61,46,1022,1021,1020,16,11,6,26,8,,0.00,8,,-1
2015-2-15,13,8,3,2,1,-2,83,57,28,1022,1021,1018,11,6,3,32,13,,0.00,8,,-1
2015-2-16,8,6,4,4,3,-1,97,81,43,1019,1015,1012,10,5,2,35,19,,7.87,8,Rain,-1
2015-2-17,4,2,1,4,-1,-3,100,75,56,1019,1015,1013,8,5,2,29,16,,0.00,8,Rain-Snow,-1
2015-2-18,3,1,-2,-2,-3,-4,77,65,52,1023,1021,1020,8,6,5,21,14,,0.00,8,,-1
2015-2-19,8,2,-3,-2,-4,-5,79,56,30,1028,1026,1024,11,7,3,18,8,,0.00,,,-1
2015-2-20,11,4,-2,-3,-4,-4,75,49,21,1028,1027,1024,10,7,6,18,8,,0.00,,,-1
2015-2-21,7,6,5,6,1,-4,99,65,34,1023,1019,1015,11,9,2,35,14,,7.11,8,Rain,-1
2015-2-22,7,4,0,7,1,-6,100,76,43,1020,1016,1013,6,3,0,40,18,,0.00,8,Fog-Rain,-1
2015-2-23,6,1,-3,-4,-6,-8,62,48,31,1023,1021,1019,8,5,3,26,13,,0.00,,,-1
2015-2-24,7,3,-1,-4,-5,-7,74,50,23,1020,1019,1017,18,14,10,21,10,,0.00,,,-1
2015-2-25,12,6,0,-4,-7,-9,59,35,11,1021,1019,1015,19,14,11,26,11,,0.00,8,,-1
2015-2-26,4,2,-2,3,-5,-13,84,52,20,1024,1019,1016,19,14,5,43,19,,0.00,8,Rain,-1
2015-2-27,4,-1,-6,-13,-15,-17,34,23,13,1030,1027,1024,19,19,19,32,18,,0.00,,,-1
2015-2-28,6,2,-2,-7,-10,-12,36,27,17,1030,1028,1023,19,19,18,18,11,,0.00,8,,-1
2015-3-1,6,3,1,-3,-5,-8,59,44,29,1022,1020,1017,14,11,8,40,14,,0.00,8,Snow,-1
2015-3-2,9,3,-2,-6,-8,-9,63,34,16,1022,1020,1017,18,15,14,35,14,,0.00,,,-1
2015-3-3,7,3,1,3,-3,-12,96,58,16,1017,1013,1009,14,9,3,40,14,,4.06,8,Rain-Snow,-1
2015-3-4,1,-2,-5,-8,-13,-17,44,29,20,1026,1020,1015,19,18,14,47,27,,0.00,,,-1
2015-3-5,5,0,-6,-9,-12,-16,52,31,10,1028,1027,1026,19,17,13,26,11,,0.00,8,,-1
2015-3-6,10,3,-3,-10,-12,-13,37,24,11,1026,1025,1022,18,16,14,21,11,,0.00,,,-1
2015-3-7,11,4,-3,-5,-8,-11,56,33,11,1025,1024,1022,19,15,14,32,13,,0.00,,,-1
2015-3-8,15,7,0,-3,-6,-8,56,33,11,1026,1023,1020,18,10,6,11,6,,0.00,,,-1
2015-3-9,8,4,-4,-1,-7,-18,56,33,21,1024,1020,1018,19,11,6,55,24,,0.00,,,-1
2015-3-10,1,-3,-7,-16,-19,-21,22,17,10,1027,1025,1023,19,19,18,55,31,,0.00,,,-1
2015-3-11,7,1,-6,-5,-11,-16,43,31,21,1025,1021,1015,19,17,6,55,21,,0.00,,,-1
2015-3-12,7,1,-4,-8,-11,-13,37,27,15,1022,1020,1018,19,19,16,47,21,,0.00,,,-1
2015-3-13,10,6,2,1,-6,-13,74,39,9,1021,1019,1017,19,14,8,29,13,,0.00,8,Rain,-1
2015-3-14,11,5,-2,-8,-13,-15,23,17,9,1026,1024,1022,19,18,16,21,11,,0.00,,,-1
2015-3-15,12,6,0,-3,-8,-10,46,29,11,1024,1023,1020,19,19,16,26,8,,0.00,,,-1
2015-3-16,18,10,1,-1,-4,-7,62,34,11,1024,1021,1018,19,11,6,14,8,,0.00,,,-1
2015-3-17,16,11,7,3,1,-2,47,38,24,1019,1018,1016,10,6,3,18,10,,0.00,8,Rain,-1
2015-3-18,14,11,8,7,3,2,75,51,31,1017,1013,1009,11,7,3,40,18,,2.03,8,Rain,-1
2015-3-19,21,13,6,4,2,0,63,42,20,1015,1013,1011,14,12,10,19,13,,0.00,,,-1
2015-3-20,22,14,7,1,-4,-11,52,26,4,1020,1017,1015,18,13,8,29,10,,0.00,,,-1
2015-3-21,18,12,7,-1,-6,-11,34,18,10,1017,1016,1014,14,9,5,26,10,,0.00,,,-1
2015-3-22,14,9,4,0,-8,-17,59,24,4,1023,1019,1016,19,9,3,43,19,,0.00,,,-1
2015-3-23,10,4,0,-8,-14,-19,17,13,6,1027,1026,1023,19,19,18,32,18,,0.00,,,-1
2015-3-24,12,8,4,-1,-11,-16,40,20,7,1032,1030,1026,19,18,6,32,10,,0.00,,,-1
2015-3-25,14,7,0,-2,-5,-9,73,39,10,1035,1034,1033,19,18,11,29,11,,0.00,,,-1
2015-3-26,14,8,1,-2,-4,-8,56,31,14,1035,1034,1030,19,18,14,35,13,,0.00,,,-1
2015-3-27,16,9,3,2,-2,-7,79,44,13,1032,1027,1023,19,13,8,32,11,,0.00,,,-1
2015-3-28,17,9,2,-1,-6,-12,56,27,7,1023,1019,1015,19,16,11,29,13,,0.00,,,-1
2015-3-29,16,11,7,6,2,-8,64,44,19,1019,1017,1016,19,10,5,18,10,,0.00,8,,-1
2015-3-30,21,13,6,6,3,-1,81,50,13,1020,1018,1016,10,6,3,35,11,,0.00,,,-1
2015-3-31,14,12,10,12,9,6,93,69,57,1019,1016,1012,5,3,2,21,10,,0.25,8,Rain,-1
2015-4-1,17,14,11,12,7,3,100,66,29,1017,1015,1013,19,12,2,40,16,,0.00,8,Rain,-1
2015-4-2,22,14,8,17,8,2,98,57,37,1017,1007,996,19,16,3,32,23,,10.92,8,Rain-Thunderstorm,-1
2015-4-3,15,11,7,14,8,7,97,80,54,1011,1005,997,11,6,3,40,23,,0.00,8,Rain,-1
2015-4-4,18,13,9,8,3,-2,72,40,22,1015,1014,1011,19,18,10,35,21,,0.00,8,Rain,-1
2015-4-5,12,11,10,8,6,2,83,63,44,1016,1014,1012,19,16,11,26,14,,0.51,8,Rain,-1
2015-4-6,15,11,8,8,2,-1,86,50,22,1021,1018,1016,18,14,11,32,10,,0.00,8,,-1
2015-4-7,12,8,5,2,1,-1,56,46,38,1025,1023,1022,18,15,14,40,14,,0.00,8,Rain,-1
2015-4-8,13,8,3,1,-1,-3,63,42,21,1027,1026,1024,19,17,14,21,16,,0.00,,,-1
2015-4-9,16,10,3,0,-3,-5,50,33,17,1026,1025,1023,19,14,10,21,10,,0.00,,,-1
2015-4-10,19,11,4,-1,-3,-5,50,29,12,1024,1023,1021,19,15,8,29,11,,0.00,,,-1
2015-4-11,21,13,7,1,-1,-4,55,30,11,1026,1025,1023,19,13,6,32,13,,0.00,,,-1
2015-4-12,20,14,9,-1,-3,-6,34,20,9,1027,1024,1022,19,15,11,35,11,,0.00,,,-1
2015-4-13,17,13,8,6,1,-4,77,36,21,1024,1020,1015,19,18,11,47,31,,2.03,8,Rain,-1
2015-4-14,8,7,6,6,6,5,91,86,80,1014,1010,1007,14,10,6,26,13,,4.06,8,Rain,-1
2015-4-15,17,11,6,8,6,4,96,67,38,1010,1008,1007,11,8,5,29,13,,0.00,8,Rain,-1
2015-4-16,14,11,8,8,5,2,83,62,44,1011,1008,1005,19,10,5,47,16,,7.11,8,Thunderstorm,-1
2015-4-17,16,10,4,2,-1,-4,62,37,13,1018,1016,1014,19,19,19,47,16,,0.00,,,-1
2015-4-18,23,14,5,1,-3,-6,51,24,7,1019,1016,1012,19,19,18,18,8,,0.00,8,,-1
2015-4-19,17,16,12,14,7,-3,100,59,14,1012,1008,1004,19,12,3,35,14,,9.91,8,Rain,-1
2015-4-20,17,13,10,11,8,6,96,71,43,1011,1007,1004,19,17,10,32,18,,1.02,8,Rain,-1
2015-4-21,21,14,7,7,2,-6,85,43,8,1016,1015,1013,19,15,11,35,11,,0.00,,,-1
2015-4-22,21,14,9,4,1,-4,42,31,21,1020,1018,1017,14,14,11,29,11,,0.00,,,-1
2015-4-23,20,14,8,6,1,-3,67,34,11,1022,1021,1019,19,14,10,32,13,,0.00,,,-1
2015-4-24,23,16,10,6,0,-4,61,27,9,1021,1019,1017,19,15,6,29,16,,0.00,,,-1
2015-4-25,23,16,9,1,-2,-7,36,22,8,1021,1020,1018,19,19,18,35,11,,0.00,,,-1
2015-4-26,24,17,9,9,0,-9,48,22,9,1020,1019,1016,19,16,11,40,13,,0.00,,,-1
2015-4-27,24,18,12,9,4,1,58,33,13,1018,1016,1014,19,13,5,43,13,,0.00,,,-1
2015-4-28,27,19,12,8,3,-1,38,23,13,1015,1013,1010,19,19,18,18,6,,0.00,,,-1
2015-4-29,18,17,16,14,13,11,79,69,60,1013,1012,1011,18,9,3,32,14,,2.03,8,Rain,-1
2015-4-30,28,21,15,13,12,11,76,49,24,1014,1012,1011,19,19,18,14,10,,0.00,,,-1
2015-5-1,27,21,16,13,12,12,69,48,33,1014,1013,1011,19,14,6,26,10,,0.00,,,-1
2015-5-2,26,20,16,14,13,12,74,53,37,1014,1012,1010,19,12,8,18,10,,0.00,8,Rain,-1
2015-5-3,19,18,17,18,17,16,96,86,78,1010,1008,1005,19,8,5,26,8,,1.02,8,Rain,-1
2015-5-4,20,17,13,16,4,-9,95,45,6,1011,1008,1006,19,14,2,50,16,,0.00,,,-1
2015-5-5,19,13,8,4,-1,-6,51,27,9,1013,1012,1010,19,19,19,35,16,,0.00,,,-1
2015-5-6,22,16,9,3,-1,-4,40,24,10,1013,1011,1010,19,19,19,26,13,,0.00,,,-1
2015-5-7,24,17,11,3,-1,-6,37,23,9,1013,1012,1011,19,19,18,35,8,,0.00,,,-1
2015-5-8,22,17,12,11,9,8,82,57,33,1014,1013,1011,18,10,5,29,13,,0.00,8,,-1
2015-5-9,24,18,12,11,8,6,63,44,29,1014,1012,1010,19,16,11,26,18,,0.00,,,-1
2015-5-10,26,19,13,7,4,0,52,31,10,1018,1016,1015,19,19,14,32,11,,0.00,,,-1
2015-5-11,24,19,14,14,8,0,87,44,22,1019,1012,1001,19,16,8,32,13,,6.10,8,Rain,-1
2015-5-12,17,14,10,16,9,7,97,72,40,1002,999,997,18,12,5,47,26,,0.00,8,Rain,-1
2015-5-13,21,16,12,12,8,6,71,49,38,1006,1003,1001,19,17,14,58,27,,0.00,,,-1
2015-5-14,26,21,15,17,12,7,71,50,36,1008,1007,1005,19,16,6,40,16,,0.00,,,-1
2015-5-15,23,20,16,16,14,12,86,67,37,1010,1008,1007,18,7,2,14,13,,0.00,8,,-1
2015-5-16,25,18,11,8,3,1,50,30,12,1011,1010,1008,19,19,18,32,14,,0.00,,,-1
2015-5-17,25,18,12,9,3,-5,75,36,9,1013,1011,1008,19,14,6,21,10,,0.00,,,-1
2015-5-18,22,18,13,13,6,-1,73,36,21,1008,1005,1003,19,17,11,43,13,,0.00,,,-1
2015-5-19,16,15,14,14,13,12,92,83,77,1007,1006,1005,10,5,3,29,19,,1.02,8,Rain,-1
2015-5-20,22,16,11,12,8,5,92,56,25,1010,1008,1007,19,12,3,32,16,,0.00,,,-1
2015-5-21,26,19,12,9,7,4,62,39,15,1014,1013,1012,19,19,16,47,14,,0.00,,,-1
2015-5-22,27,20,13,9,7,5,59,36,15,1015,1014,1012,19,17,11,19,11,,0.00,,,-1
2015-5-23,28,21,13,8,5,2,55,30,10,1013,1011,1008,19,19,18,29,10,,0.00,,,-1
2015-5-24,28,21,14,6,4,3,44,24,13,1010,1009,1006,19,19,19,26,10,,0.00,,,-1
2015-5-25,28,21,14,12,9,7,69,41,21,1009,1008,1007,19,15,10,29,11,,0.00,,,-1
2015-5-26,30,22,14,12,9,4,72,41,14,1013,1011,1010,19,15,10,35,13,,0.00,,,-1
2015-5-27,31,22,14,9,4,1,61,28,7,1012,1010,1007,19,19,19,21,8,,0.00,,,-1
2015-5-28,32,23,17,5,3,1,29,16,8,1009,1008,1007,19,18,11,35,8,,0.00,,,-1
2015-5-29,29,24,18,10,7,4,36,23,14,1009,1007,1005,19,19,14,32,10,,0.00,,,-1
2015-5-30,23,21,18,16,14,10,71,58,38,1006,1005,1004,19,16,6,32,13,,0.25,8,Rain,-1
2015-5-31,30,22,15,14,11,4,88,49,11,1009,1007,1006,19,12,3,21,10,,0.00,,,-1
2015-6-1,28,21,16,11,8,5,52,33,15,1010,1010,1009,19,18,11,43,11,,0.00,,,-1
2015-6-2,29,23,18,11,10,8,52,36,20,1011,1008,1005,19,18,14,35,11,,0.00,,,-1
2015-6-3,29,23,17,12,5,-1,55,27,7,1008,1007,1005,19,19,19,35,13,,0.00,,,-1
2015-6-4,31,23,17,6,4,2,30,19,9,1011,1009,1008,19,19,19,40,13,,0.00,8,,-1
2015-6-5,22,20,18,14,10,3,71,46,19,1008,1007,1005,19,19,16,14,8,,0.51,8,Rain,-1
2015-6-6,29,22,16,12,11,9,67,40,22,1012,1011,1008,19,19,19,26,8,,0.00,,,-1
2015-6-7,31,24,18,13,11,8,60,38,16,1015,1013,1011,19,19,19,21,10,,0.00,,,-1
2015-6-8,28,23,18,14,12,9,53,42,25,1012,1008,1005,19,19,19,21,10,,0.00,8,,-1
2015-6-9,28,23,18,16,15,12,76,56,30,1009,1007,1006,18,14,11,35,14,,0.00,,,-1
2015-6-10,34,26,17,16,14,9,79,49,13,1009,1007,1005,19,12,6,21,10,,0.00,,,-1
2015-6-11,30,26,21,20,14,8,83,45,16,1007,1003,999,19,17,11,26,8,,2.03,8,Rain,-1
2015-6-12,29,24,19,21,16,12,100,60,23,1004,1002,1000,19,11,5,43,19,,0.00,8,Rain,-1
2015-6-13,31,25,20,19,16,14,64,52,34,1007,1005,1003,19,14,10,35,14,,0.00,8,Rain,-1
2015-6-14,27,23,18,18,17,15,99,63,38,1008,1007,1006,19,16,6,29,14,,0.00,8,Rain-Thunderstorm,-1
2015-6-15,31,24,19,18,17,16,79,59,34,1009,1007,1005,19,15,10,21,8,,0.00,,,-1
2015-6-16,31,26,20,19,18,17,81,57,36,1006,1005,1003,19,12,6,21,10,,0.00,,,-1
2015-6-17,31,24,20,19,18,16,80,64,40,1005,1004,1002,19,14,8,35,13,,0.51,8,Rain-Thunderstorm,-1
2015-6-18,31,24,19,19,16,14,98,56,29,1006,1005,1004,19,15,6,35,11,,0.00,,Rain,-1
2015-6-19,29,24,20,17,15,13,59,46,36,1009,1008,1006,19,19,16,29,16,,0.00,,,-1
2015-6-20,22,21,18,19,18,18,99,84,65,1009,1009,1008,11,7,3,21,10,,44.96,8,Rain,-1
2015-6-21,29,22,16,17,16,13,98,65,28,1011,1010,1008,19,16,6,18,10,,0.00,,,-1
2015-6-22,29,24,19,17,16,13,73,53,34,1011,1010,1008,19,18,14,29,10,,0.00,,,-1
2015-6-23,31,25,19,18,17,16,80,54,31,1012,1010,1009,19,16,8,18,13,,0.00,,,-1
2015-6-24,31,26,21,18,17,13,75,51,35,1010,1009,1007,19,13,8,29,11,,0.00,,,-1
2015-6-25,29,24,21,20,17,14,77,53,35,1007,1004,1001,19,13,8,21,10,,1.02,8,Rain,-1
2015-6-26,25,21,18,18,17,15,95,72,48,1002,998,995,19,14,6,35,18,,0.00,8,Rain,-1
2015-6-27,31,24,19,16,14,14,66,45,27,1007,1005,1004,19,19,19,21,11,,0.00,,,-1
2015-6-28,31,26,21,19,17,16,76,53,38,1010,1009,1008,19,18,11,32,11,,0.00,,,-1
2015-6-29,31,26,21,18,17,16,77,52,33,1010,1007,1004,19,19,19,32,13,,0.00,,,-1
2015-6-30,29,26,22,19,18,17,74,61,42,1004,1000,995,19,14,6,14,6,,3.05,8,Rain,-1
