GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-7-3,27,20,13,15,11,8,83,56,23,1026,1023,1017,31,21,9,27,10,,8.89,2,Rain,83
2015-7-4,27,22,17,18,14,10,100,67,33,1020,1017,1014,31,8,2,27,14,42,0.00,2,Rain-Thunderstorm,220
2015-7-5,24,19,13,12,11,8,82,61,28,1020,1017,1015,31,18,10,32,13,,0.00,2,Rain,242
2015-7-6,23,18,12,12,10,8,88,60,32,1021,1018,1014,31,17,10,24,16,48,0.00,2,Rain,218
2015-7-7,24,19,15,15,11,6,83,59,26,1014,1009,1007,31,17,10,35,18,48,0.00,3,Rain,232
2015-7-8,21,17,13,13,11,6,94,62,34,1019,1011,1007,31,12,4,29,23,42,0.51,3,Rain,274
2015-7-9,23,17,11,10,5,1,82,44,16,1024,1022,1019,31,20,10,21,11,34,0.00,1,,284
2015-7-10,27,20,13,11,7,2,82,45,11,1024,1020,1015,31,23,10,23,11,39,0.00,,,182
2015-7-11,26,20,14,14,10,8,77,49,24,1019,1016,1014,31,19,10,27,13,42,0.00,2,Rain,274
2015-7-12,22,19,15,17,14,13,94,80,55,1019,1017,1016,31,14,2,32,19,47,3.05,4,Rain,231
2015-7-13,21,18,16,18,16,14,94,86,68,1017,1015,1014,31,13,4,29,16,,2.03,5,Rain,239
2015-7-14,23,20,17,18,15,14,100,78,51,1019,1017,1015,31,13,3,24,18,,2.03,6,Rain,252
2015-7-15,22,19,17,17,15,9,100,76,46,1019,1018,1017,31,13,2,14,11,,0.00,6,Rain,297
2015-7-16,25,20,14,15,13,9,88,65,44,1020,1016,1010,26,14,6,24,13,,7.11,4,Rain-Thunderstorm,90
2015-7-17,25,20,14,17,13,9,94,67,35,1015,1011,1009,23,11,6,35,16,,0.25,3,Rain,242
2015-7-18,23,18,12,11,8,5,94,55,22,1018,1016,1013,31,19,10,24,16,,0.00,1,Rain,242
2015-7-19,24,19,14,13,8,-1,94,51,10,1013,1011,1009,31,17,9,34,14,,0.00,2,Rain,244
2015-7-20,24,19,14,18,16,10,100,81,55,1012,1010,1008,31,13,3,32,11,50,0.25,5,Rain,209
2015-7-21,26,19,13,13,12,10,94,61,29,1014,1012,1011,31,16,10,32,19,48,0.00,2,,233
2015-7-22,23,19,14,15,12,8,88,63,37,1017,1015,1014,31,15,9,29,14,,0.51,2,Rain,243
2015-7-23,22,17,11,11,9,7,94,58,28,1019,1017,1016,31,17,10,24,13,,0.00,1,,266
2015-7-24,17,15,13,13,11,8,100,77,46,1016,1010,1004,26,11,3,23,8,,28.96,5,Rain,57
2015-7-25,22,17,11,12,8,5,94,61,26,1016,1012,1005,31,14,10,26,16,35,0.00,3,Rain,300
2015-7-26,17,14,12,16,12,8,94,83,61,1016,1006,997,31,12,3,29,14,37,7.11,4,Rain,189
2015-7-27,21,17,14,14,12,9,88,70,44,1004,1000,997,31,13,10,39,27,55,0.00,3,Rain,250
2015-7-28,21,17,13,12,9,6,82,60,33,1009,1006,1004,31,15,10,34,27,,0.00,3,Rain,262
2015-7-29,20,14,9,12,8,6,88,65,33,1015,1011,1009,31,17,10,24,18,,0.25,2,Rain,275
2015-7-30,20,15,10,10,7,3,88,56,23,1021,1018,1015,31,17,10,21,11,,0.00,1,Rain,303
2015-7-31,22,16,8,10,7,4,83,54,23,1021,1018,1015,29,19,10,21,6,37,0.00,1,,206
2015-8-1,21,15,9,12,8,7,87,59,32,1018,1016,1016,31,17,10,24,11,34,0.00,1,Rain,244
2015-8-2,26,19,12,13,10,6,94,60,20,1019,1016,1011,31,17,10,23,11,,0.00,1,,164
2015-8-3,25,20,16,16,13,8,83,64,40,1012,1011,1009,31,14,10,34,18,47,0.00,3,Rain,200
2015-8-4,22,18,13,12,10,7,88,59,31,1016,1013,1011,31,17,10,35,21,47,0.00,2,,229
2015-8-5,22,18,14,14,12,9,94,70,39,1016,1013,1011,31,15,5,23,13,32,3.05,2,Rain,185
2015-8-6,24,19,13,16,13,11,94,69,37,1016,1013,1010,31,15,6,26,14,39,0.00,3,Rain,217
2015-8-7,24,18,12,14,9,8,82,55,24,1021,1017,1016,31,15,10,14,8,,0.00,5,,310
2015-8-8,26,20,14,15,13,10,94,62,28,1024,1023,1021,31,15,10,23,10,,0.00,2,,148
2015-8-9,26,19,12,15,11,4,94,57,17,1023,1020,1018,31,17,10,24,11,35,0.00,1,,237
2015-8-10,22,19,17,18,16,10,88,77,60,1019,1017,1016,31,14,10,29,14,40,0.00,5,Rain,223
2015-8-11,21,18,14,15,12,9,88,67,39,1023,1020,1018,31,13,3,14,8,,0.51,2,Rain,300
2015-8-12,23,19,15,16,13,11,94,67,40,1024,1023,1021,27,13,8,23,11,,0.51,3,Rain,60
2015-8-13,20,18,16,18,16,11,94,85,59,1021,1015,1009,23,9,3,23,14,,7.11,6,Rain,49
2015-8-14,21,18,16,18,16,14,100,89,72,1009,1006,1005,23,7,1,26,10,40,0.76,5,Fog-Rain,268
2015-8-15,21,17,14,14,9,6,88,61,28,1016,1012,1008,23,12,6,19,10,,0.00,2,Rain,309
2015-8-16,21,16,11,11,9,8,82,60,35,1018,1017,1016,31,15,10,16,6,,0.00,2,,29
2015-8-17,22,17,13,11,8,4,88,56,33,1019,1017,1016,31,21,10,14,6,,0.00,2,,358
2015-8-18,19,17,14,13,10,8,82,63,43,1016,1015,1014,31,24,10,23,13,,0.25,1,Rain,261
2015-8-19,21,17,13,15,12,11,100,77,46,1018,1017,1015,31,14,6,23,13,,2.03,3,Rain,207
2015-8-20,21,18,15,18,16,14,100,86,65,1021,1019,1017,31,12,3,23,14,39,0.00,6,Rain,204
2015-8-21,26,22,17,17,16,13,88,70,39,1021,1020,1018,31,13,10,26,18,37,0.00,4,,199
2015-8-22,31,23,15,17,14,12,94,63,27,1019,1014,1008,31,16,7,26,10,,0.00,4,,114
2015-8-23,22,18,13,17,13,11,94,66,44,1008,1003,1001,31,14,3,24,16,,3.05,3,Rain,170
2015-8-24,17,14,12,15,13,11,100,91,80,1005,1000,996,31,11,2,23,10,,11.94,3,Rain,24
2015-8-25,19,15,11,17,13,9,95,85,60,1011,1008,1005,31,13,3,26,19,,5.08,3,Rain,216
2015-8-26,19,17,15,17,15,12,100,85,56,1008,1004,1002,27,11,3,37,21,42,48.01,3,Rain-Thunderstorm,207
2015-8-27,19,17,13,14,12,10,94,79,47,1011,1007,1005,31,12,9,27,16,,4.06,2,Rain,227
2015-8-28,21,16,11,12,11,9,100,70,37,1020,1016,1011,31,15,10,26,14,48,0.00,2,Fog-Rain,225
2015-8-29,22,18,14,16,13,11,94,77,41,1021,1020,1018,29,13,5,16,10,45,0.25,2,Rain,195
2015-8-30,21,18,16,16,14,13,94,81,59,1019,1017,1016,31,12,6,16,8,,0.76,4,Rain,50
2015-8-31,16,14,14,14,14,12,100,91,82,1016,1014,1012,27,9,2,14,10,,10.92,6,Rain,11
2015-9-1,19,16,12,13,11,9,95,77,50,1019,1017,1016,31,10,5,16,8,,0.51,3,Rain,316
2015-9-2,19,14,9,11,9,7,100,74,43,1020,1017,1016,31,13,10,14,8,,0.00,2,Rain,298
2015-9-3,16,13,9,10,8,7,94,71,44,1017,1016,1015,31,13,10,19,11,,0.00,2,Rain,293
2015-9-4,16,13,11,10,8,6,87,67,45,1019,1017,1016,29,10,10,14,10,,0.00,3,Rain,305
2015-9-5,16,12,9,12,8,6,100,73,44,1027,1022,1018,31,15,8,14,10,,0.00,4,Rain,330
2015-9-6,19,12,6,9,7,5,93,66,30,1030,1028,1027,31,17,10,14,6,,0.00,2,,300
2015-9-7,19,13,8,11,9,7,93,73,46,1031,1030,1029,31,14,10,19,8,,0.00,2,Fog,3
2015-9-8,16,13,10,11,9,8,88,73,51,1031,1028,1025,31,13,10,13,8,,0.00,6,,55
2015-9-9,19,16,12,12,11,8,94,72,43,1025,1023,1021,31,13,5,24,13,,0.51,5,Rain,70
2015-9-10,21,17,12,13,11,6,95,70,29,1022,1020,1019,31,11,5,27,13,,0.00,1,,77
2015-9-11,22,17,12,12,9,6,100,65,26,1019,1014,1010,31,14,8,24,13,,0.25,1,Rain,102
2015-9-12,21,17,13,14,11,7,88,66,43,1011,1008,1005,31,14,10,29,18,,0.25,3,Rain,214
2015-9-13,20,15,10,11,9,7,94,73,44,1010,1006,1000,31,15,10,19,10,,0.00,2,Rain,122
2015-9-14,19,16,11,15,11,7,100,81,51,1000,995,992,31,11,5,35,16,55,1.02,4,Rain,170
2015-9-15,19,14,10,13,10,7,94,78,57,998,996,992,31,15,3,32,21,50,0.25,4,Rain,219
2015-9-16,16,13,10,13,11,9,100,90,63,996,989,985,23,10,4,23,11,,16.00,5,Rain,48
2015-9-17,18,13,9,12,9,6,100,75,35,1007,999,988,31,11,3,29,14,,0.25,2,Rain,263
2015-9-18,19,16,12,13,11,9,100,81,47,1019,1011,1007,31,13,9,16,10,,9.91,3,Rain,253
2015-9-19,19,15,11,12,10,8,100,74,38,1028,1024,1019,31,10,5,10,6,,0.00,3,,344
2015-9-20,20,14,9,12,11,8,100,78,46,1028,1025,1021,31,11,2,21,8,,0.00,2,Fog,243
2015-9-21,14,12,10,14,12,9,100,89,78,1021,1012,1005,31,11,5,24,13,,3.05,4,Rain,222
2015-9-22,15,12,8,11,9,7,100,86,63,1007,1002,998,31,13,8,16,10,,0.51,3,Rain,313
2015-9-23,17,12,8,12,9,7,93,74,40,1013,1011,1008,31,13,10,27,16,,0.00,3,,261
2015-9-24,18,14,11,14,11,7,100,75,41,1019,1014,1011,31,12,3,32,19,50,1.02,4,Rain,246
2015-9-25,18,13,8,10,7,4,95,67,32,1027,1023,1019,31,15,10,16,10,,0.00,3,,290
2015-9-26,18,12,7,8,7,5,94,69,36,1031,1029,1027,31,15,10,13,5,,0.25,3,,25
2015-9-27,19,13,8,10,8,6,90,71,40,1036,1033,1031,31,15,10,23,10,,0.00,2,Rain,57
2015-9-28,18,13,9,12,9,7,100,74,41,1037,1036,1035,31,15,10,27,11,,0.00,3,,69
2015-9-29,19,14,10,11,9,7,94,70,38,1036,1035,1033,31,16,10,26,11,,0.00,2,,64
2015-9-30,18,14,9,10,8,3,88,66,25,1034,1033,1031,31,18,10,29,14,,0.00,1,,62
2015-10-1,18,13,9,11,8,6,94,69,34,1033,1031,1029,31,13,8,24,13,,0.00,3,,51
2015-10-2,19,13,8,10,8,7,100,73,40,1029,1025,1020,31,12,6,14,8,,0.00,2,,57
2015-10-3,17,12,8,11,9,7,94,81,52,1020,1015,1013,10,6,3,13,6,,0.00,5,,305
2015-10-4,18,12,6,10,8,5,93,75,44,1016,1014,1010,21,9,3,16,8,27,0.00,4,,172
2015-10-5,17,14,12,17,14,9,100,92,73,1010,1004,1000,23,9,3,24,16,,5.08,7,Rain,148
2015-10-6,19,17,14,17,14,13,100,90,62,1001,997,994,31,11,3,27,14,,1.02,6,Rain,152
2015-10-7,16,13,10,14,12,7,100,86,65,1017,1008,999,31,10,3,24,18,,0.00,7,Rain,273
2015-10-8,17,11,6,10,7,5,93,75,43,1023,1021,1017,31,14,10,13,10,,0.00,3,,264
2015-10-9,17,12,7,10,8,6,100,77,39,1024,1023,1022,31,11,3,11,5,,0.00,4,Fog,42
2015-10-10,16,12,8,11,9,7,97,82,61,1023,1020,1018,31,13,10,16,8,,0.00,2,,53
2015-10-11,16,12,9,10,8,5,94,73,46,1018,1017,1016,24,10,3,19,10,,0.00,4,,49
2015-10-12,14,11,8,7,6,4,87,69,41,1021,1019,1018,31,12,10,16,8,,0.00,5,,359
2015-10-13,13,10,7,7,6,4,87,71,47,1026,1023,1021,31,14,10,23,11,,0.00,5,Rain,5
2015-10-14,13,9,6,9,6,4,87,78,51,1026,1023,1021,31,14,10,19,11,,0.51,5,Rain,359
2015-10-15,13,11,9,9,7,5,93,79,47,1022,1021,1020,31,13,10,19,11,,0.00,5,Rain,8
2015-10-16,14,12,11,9,9,8,88,79,61,1023,1022,1021,18,11,9,23,16,39,0.00,6,Rain,10
2015-10-17,13,11,10,9,8,7,88,76,58,1022,1020,1019,31,13,5,21,13,,0.00,7,Rain,7
2015-10-18,16,13,11,11,9,8,94,83,53,1023,1021,1019,31,13,5,14,10,,0.51,5,Rain,22
2015-10-19,14,11,9,11,9,7,94,83,70,1027,1025,1023,31,13,10,14,8,,0.00,8,Rain,11
2015-10-20,16,12,8,9,7,6,95,76,42,1028,1026,1025,31,13,8,13,6,,0.25,4,,312
2015-10-21,15,12,8,14,11,7,100,92,81,1025,1018,1014,31,10,5,19,11,34,4.06,6,Rain,227
2015-10-22,14,13,11,13,8,5,94,71,46,1023,1017,1013,31,13,5,24,16,,0.25,8,Rain,282
2015-10-23,13,12,10,8,8,6,87,73,52,1023,1021,1017,31,13,10,14,6,,0.00,8,,204
2015-10-24,14,10,6,12,9,6,100,82,69,1021,1015,1012,31,13,3,19,11,,3.05,7,Rain,210
2015-10-25,12,7,3,7,4,3,100,82,53,1027,1025,1021,31,14,7,14,8,,0.25,,,201
2015-10-26,17,11,5,12,9,5,97,86,60,1021,1014,1012,31,10,5,21,13,,0.00,6,,112
2015-10-27,18,14,11,14,12,10,100,86,60,1012,1009,1007,21,8,0,21,11,,0.00,4,Fog,112
2015-10-28,16,13,9,13,11,9,100,87,56,1010,1007,1006,31,10,5,16,11,,3.05,4,Rain,235
2015-10-29,15,12,8,14,12,7,100,92,80,1016,1012,1009,26,10,3,27,14,40,0.25,6,Rain,165
2015-10-30,16,13,11,14,12,10,100,87,70,1021,1018,1014,31,12,3,24,14,,3.05,6,Rain,142
2015-10-31,18,13,9,11,11,8,100,86,54,1027,1022,1020,21,8,0,14,8,,0.00,7,Fog,106
2015-11-1,13,9,6,11,8,6,100,97,84,1030,1028,1027,5,1,0,10,3,,0.25,4,Fog,160
2015-11-2,13,11,8,13,9,8,100,98,86,1028,1024,1019,5,1,0,16,5,,0.25,6,Fog,127
2015-11-3,13,11,9,12,10,9,100,91,82,1020,1015,1013,14,7,2,13,10,,0.25,6,Rain,104
2015-11-4,14,12,11,13,12,10,100,93,80,1015,1014,1012,31,8,2,16,8,,0.51,5,Rain,201
2015-11-5,16,13,12,15,13,12,100,93,81,1015,1012,1010,27,10,3,27,14,40,2.03,7,Rain,185
2015-11-6,17,16,13,16,14,12,100,92,87,1019,1015,1013,31,12,6,26,18,40,1.02,7,Rain,212
2015-11-7,17,13,11,16,13,9,100,89,77,1026,1019,1014,31,12,6,39,19,53,7.87,5,Rain,218
2015-11-8,16,12,7,14,12,8,100,91,82,1027,1020,1015,31,10,5,29,14,53,0.51,6,Rain,190
2015-11-9,15,12,9,12,9,7,93,78,62,1022,1021,1018,31,13,10,42,26,60,0.00,7,Rain,234
2015-11-10,16,15,14,14,13,11,94,86,80,1022,1022,1021,27,12,7,29,24,45,0.00,8,Rain,229
2015-11-11,15,14,13,12,10,9,88,75,63,1022,1021,1020,31,14,10,27,19,,0.00,7,Rain,229
2015-11-12,16,13,10,13,11,9,100,86,71,1023,1020,1015,31,13,6,32,16,45,0.25,5,Rain,211
2015-11-13,12,10,8,12,5,3,88,70,53,1026,1021,1015,31,13,6,50,27,85,1.02,4,Fog-Rain,242
2015-11-14,15,11,7,13,8,4,100,85,69,1027,1021,1013,31,12,5,37,23,53,7.11,7,Rain,226
2015-11-15,16,14,13,13,11,9,88,75,65,1013,1012,1010,31,13,10,47,35,64,0.00,7,Rain,238
2015-11-16,14,13,12,13,9,6,96,77,57,1011,1009,1005,31,12,6,37,26,53,1.02,5,Rain,230
2015-11-17,16,13,11,14,11,7,100,80,56,1009,1004,999,31,10,3,61,26,90,4.06,7,Rain,235
2015-11-18,15,13,11,12,8,7,88,73,60,1014,1011,1008,31,12,3,50,35,69,0.51,4,Rain,238
2015-11-19,12,10,9,11,8,7,95,85,63,1014,1013,1011,29,9,3,40,24,,2.03,5,Rain,251
2015-11-20,9,7,4,8,4,1,93,78,51,1014,1008,1003,31,15,9,29,14,,0.25,2,Rain,264
2015-11-21,6,3,0,3,-2,-6,93,67,45,1013,1007,1001,31,11,5,34,21,52,2.03,4,Rain-Snow,310
2015-11-22,7,2,-2,2,-1,-6,93,80,58,1022,1015,1011,31,13,10,14,6,,0.00,5,,305
2015-11-23,7,3,-1,4,1,-1,96,80,53,1026,1024,1019,31,10,5,19,8,,0.25,6,Rain,238
2015-11-24,10,8,6,9,7,4,99,88,78,1019,1012,1010,31,11,3,24,16,,0.76,6,Rain,255
2015-11-25,10,8,5,7,6,4,96,83,67,1017,1012,1010,31,14,10,21,13,,0.00,4,Rain,291
2015-11-26,10,9,7,9,8,7,100,90,77,1021,1020,1016,31,10,6,13,8,,0.00,7,Rain,273
2015-11-27,14,10,5,12,9,2,100,89,74,1020,1011,1004,31,9,3,34,16,53,1.02,7,Rain,228
2015-11-28,11,7,2,7,3,0,87,73,61,1015,1011,1005,31,14,10,40,23,53,0.00,4,Rain,242
2015-11-29,13,11,9,11,8,6,92,77,65,1016,1009,1007,27,10,3,58,32,72,1.02,5,Rain,249
2015-11-30,13,11,8,12,9,5,96,82,63,1019,1015,1012,31,12,3,47,26,61,0.76,7,Rain,243
2015-12-1,14,11,9,12,9,5,100,77,54,1025,1022,1018,31,12,3,32,23,,0.00,7,Rain,241
2015-12-2,13,12,12,10,8,5,82,73,53,1024,1023,1022,31,13,10,27,21,39,0.00,5,Rain,216
2015-12-3,13,12,12,12,9,8,94,81,68,1023,1019,1011,21,12,3,39,23,60,2.03,6,Rain,198
2015-12-4,13,9,6,9,6,3,88,75,61,1028,1025,1013,31,13,10,37,23,53,0.00,5,Rain,236
2015-12-5,13,12,11,9,7,6,77,67,54,1024,1019,1014,27,12,10,48,37,69,0.00,6,,225
2015-12-6,14,13,12,12,11,7,100,84,58,1023,1017,1013,26,11,3,40,26,60,0.25,7,Rain,220
2015-12-7,14,12,11,13,11,9,98,89,77,1026,1024,1021,24,11,5,24,16,34,0.00,6,Rain,178
2015-12-8,13,10,7,12,8,4,100,80,57,1030,1022,1019,31,12,0,29,21,47,1.02,5,Rain,217
2015-12-9,12,8,4,8,5,2,93,78,58,1035,1032,1029,23,13,7,34,16,47,0.00,5,Rain,220
2015-12-10,12,11,9,10,8,6,94,79,63,1029,1024,1021,24,13,10,34,24,50,4.06,6,Rain,222
2015-12-11,11,8,5,9,6,3,100,82,65,1024,1022,1020,31,13,9,35,18,48,0.25,5,Rain,249
2015-12-12,14,9,4,10,7,3,94,79,66,1024,1018,1013,27,13,10,40,18,60,0.00,6,Rain,223
2015-12-13,10,8,6,9,7,6,100,94,75,1020,1018,1015,16,6,2,27,13,,0.51,7,Rain,100
2015-12-14,10,8,5,8,7,6,98,88,76,1018,1016,1015,19,9,5,16,11,,0.25,7,Rain,139
2015-12-15,13,11,8,13,11,9,100,96,94,1018,1016,1015,14,5,2,19,11,,3.05,7,Rain,141
2015-12-16,15,13,11,13,12,11,98,87,77,1021,1018,1014,31,11,5,32,19,,0.00,7,Rain,222
2015-12-17,15,13,11,13,10,8,94,80,59,1020,1016,1014,14,11,9,24,18,,0.00,4,Rain,207
2015-12-18,13,12,11,11,10,9,94,85,72,1020,1018,1016,18,11,9,24,16,40,0.00,6,Rain,211
2015-12-19,16,14,12,14,11,10,95,79,66,1016,1012,1007,26,13,6,32,23,42,0.00,7,Rain,194
2015-12-20,13,10,8,10,8,6,93,78,62,1014,1010,1006,31,12,8,35,24,48,1.02,3,Rain,213
2015-12-21,13,10,7,12,7,5,96,84,71,1019,1014,1011,31,12,5,42,21,60,1.02,5,Rain,218
2015-12-22,15,12,9,13,11,9,100,86,67,1018,1013,1010,27,11,2,50,27,66,4.06,7,Rain,219
2015-12-23,12,11,9,9,6,4,91,73,54,1022,1019,1013,23,12,10,35,24,48,0.00,3,Rain,219
2015-12-24,13,9,6,10,6,2,88,73,52,1021,1013,1007,31,13,6,42,27,63,2.03,5,Rain,217
2015-12-25,15,10,5,13,8,2,99,86,67,1022,1020,1017,26,11,5,37,16,,1.02,6,Rain,198
2015-12-26,15,14,13,12,11,9,93,76,65,1020,1018,1016,21,11,5,45,34,61,0.00,7,Rain,224
2015-12-27,14,12,10,13,12,9,98,86,70,1024,1020,1016,14,7,3,39,27,55,0.25,7,Rain,210
2015-12-28,13,11,8,10,7,6,100,77,57,1024,1016,1012,31,13,5,27,16,,0.25,2,Rain,140
2015-12-29,12,10,9,10,8,6,95,82,67,1022,1018,1012,31,12,10,34,19,,0.00,4,Rain,187
2015-12-30,14,12,9,10,8,5,95,74,50,1019,1010,1004,26,12,5,45,32,69,0.51,7,Rain,185
2015-12-31,11,8,5,8,4,2,87,74,51,1020,1012,1005,31,13,6,47,24,69,2.03,3,Rain,221